momento;dd_Valor;ff_Valor
01-01-2023 0:00;11.0;7.0
01-01-2023 1:00;12.0;5.0
01-01-2023 6:00;;
01-01-2023 12:00;355.0;4.0
01-01-2023 13:00;41.0;5.0
01-01-2023 14:00;11.0;3.0
01-01-2023 15:00;340.0;5.0
01-01-2023 16:00;306.0;3.0
01-01-2023 17:00;284.0;7.0
01-01-2023 18:00;281.0;7.0
01-01-2023 19:00;286.0;6.0
01-01-2023 20:00;176.0;4.0
01-01-2023 21:00;207.0;6.0
02-01-2023 0:00;220.0;10.0
02-01-2023 6:00;222.0;7.0
02-01-2023 12:00;210.0;10.0
02-01-2023 13:00;217.0;10.0
02-01-2023 14:00;224.0;10.0
02-01-2023 15:00;215.0;7.0
02-01-2023 16:00;211.0;7.0
02-01-2023 17:00;241.0;11.0
02-01-2023 18:00;217.0;7.0
02-01-2023 19:00;250.0;6.0
02-01-2023 20:00;222.0;8.0
02-01-2023 21:00;224.0;7.0
03-01-2023 0:00;;
03-01-2023 6:00;;
03-01-2023 12:00;207.0;12.0
03-01-2023 13:00;204.0;13.0
03-01-2023 14:00;195.0;15.0
03-01-2023 15:00;209.0;14.0
03-01-2023 16:00;195.0;14.0
03-01-2023 17:00;217.0;14.0
03-01-2023 18:00;208.0;13.0
03-01-2023 19:00;214.0;13.0
03-01-2023 20:00;196.0;14.0
03-01-2023 21:00;207.0;12.0
03-01-2023 22:00;202.0;13.0
03-01-2023 23:00;193.0;12.0
04-01-2023 0:00;;
04-01-2023 6:00;;
04-01-2023 12:00;203.0;11.0
04-01-2023 13:00;202.0;7.0
04-01-2023 14:00;190.0;5.0
04-01-2023 15:00;340.0;3.0
04-01-2023 16:00;310.0;5.0
04-01-2023 17:00;22.0;4.0
04-01-2023 18:00;290.0;4.0
04-01-2023 19:00;60.0;5.0
04-01-2023 20:00;30.0;5.0
05-01-2023 0:00;306.0;5.0
05-01-2023 6:00;332.0;5.0
05-01-2023 12:00;13.0;10.0
05-01-2023 13:00;10.0;9.0
05-01-2023 14:00;30.0;10.0
05-01-2023 15:00;350.0;9.0
05-01-2023 16:00;360.0;10.0
05-01-2023 17:00;360.0;8.0
05-01-2023 18:00;350.0;7.0
05-01-2023 19:00;10.0;8.0
05-01-2023 20:00;10.0;7.0
06-01-2023 0:00;;
06-01-2023 6:00;;
06-01-2023 12:00;;2.0
06-01-2023 13:00;40.0;2.0
06-01-2023 14:00;80.0;4.0
06-01-2023 15:00;270.0;5.0
06-01-2023 16:00;20.0;5.0
06-01-2023 17:00;330.0;6.0
06-01-2023 18:00;320.0;4.0
06-01-2023 19:00;10.0;7.0
06-01-2023 20:00;40.0;8.0
07-01-2023 0:00;;
07-01-2023 6:00;;
07-01-2023 12:00;212.0;4.0
07-01-2023 13:00;250.0;3.0
07-01-2023 14:00;280.0;5.0
07-01-2023 15:00;330.0;5.0
07-01-2023 16:00;270.0;5.0
07-01-2023 17:00;270.0;5.0
07-01-2023 18:00;220.0;4.0
07-01-2023 19:00;270.0;6.0
07-01-2023 20:00;270.0;8.0
08-01-2023 0:00;;
08-01-2023 12:00;10.0;3.0
08-01-2023 13:00;330.0;3.0
08-01-2023 14:00;320.0;4.0
08-01-2023 15:00;260.0;4.0
08-01-2023 16:00;340.0;5.0
08-01-2023 17:00;300.0;5.0
08-01-2023 18:00;270.0;5.0
08-01-2023 19:00;300.0;5.0
08-01-2023 20:00;270.0;6.0
09-01-2023 0:00;;
09-01-2023 12:00;290.0;4.0
09-01-2023 13:00;300.0;4.0
09-01-2023 14:00;330.0;3.0
09-01-2023 15:00;230.0;5.0
09-01-2023 16:00;250.0;6.0
09-01-2023 17:00;240.0;6.0
09-01-2023 18:00;250.0;8.0
09-01-2023 19:00;260.0;7.0
09-01-2023 20:00;230.0;6.0
10-01-2023 0:00;;
10-01-2023 12:00;200.0;5.0
10-01-2023 13:00;190.0;4.0
10-01-2023 14:00;220.0;5.0
10-01-2023 15:00;220.0;6.0
10-01-2023 16:00;270.0;6.0
10-01-2023 17:00;230.0;8.0
10-01-2023 18:00;230.0;6.0
10-01-2023 19:00;270.0;9.0
10-01-2023 20:00;220.0;7.0
11-01-2023 0:00;;
11-01-2023 6:00;;
11-01-2023 12:00;218.0;11.0
11-01-2023 13:00;213.0;14.0
11-01-2023 14:00;207.0;12.0
11-01-2023 15:00;215.0;11.0
11-01-2023 16:00;233.0;11.0
11-01-2023 17:00;196.0;11.0
11-01-2023 18:00;226.0;11.0
11-01-2023 19:00;246.0;9.0
11-01-2023 20:00;230.0;10.0
12-01-2023 0:00;;
12-01-2023 6:00;;
12-01-2023 12:00;206.0;11.0
12-01-2023 13:00;210.0;10.0
12-01-2023 14:00;210.0;9.0
12-01-2023 15:00;230.0;8.0
12-01-2023 16:00;220.0;9.0
12-01-2023 17:00;220.0;10.0
12-01-2023 18:00;230.0;10.0
12-01-2023 19:00;220.0;10.0
12-01-2023 20:00;230.0;10.0
13-01-2023 0:00;;
13-01-2023 6:00;;
13-01-2023 12:00;210.0;9.0
13-01-2023 13:00;230.0;9.0
13-01-2023 14:00;200.0;9.0
13-01-2023 15:00;180.0;9.0
13-01-2023 16:00;204.0;7.0
13-01-2023 17:00;210.0;11.0
13-01-2023 18:00;210.0;7.0
13-01-2023 19:00;210.0;5.0
13-01-2023 20:00;230.0;9.0
14-01-2023 0:00;;
14-01-2023 6:00;;
14-01-2023 12:00;202.0;10.0
