FECHA (YYMMDD);Registros validados
2017-06-05;44
2017-06-06;75
2017-06-07;59
2017-06-08;67
2017-06-09;46
2017-06-10;19
2017-06-11;20
2017-06-12;67
2017-06-13;46
2017-06-14;32
2017-06-15;14
2017-06-16;5
2017-06-17;17
2017-06-18;50
2017-06-19;64
2017-06-20;83
2017-06-21;18
2017-06-22;12
2017-06-23;22
2017-06-24;22
2017-06-25;4
2017-06-26;12
2017-06-27;23
2017-06-28;31
2017-06-29;35
2017-06-30;53
2017-07-01;27
2017-07-02;26
2017-07-03;21
2017-07-04;15
2017-07-05;35
2017-07-06;74
2017-07-07;72
2017-07-08;45
2017-07-09;16
2017-07-10;25
2017-07-11;63
2017-07-12;31
2017-07-13;11
2017-07-14;12
2017-07-15;42
2017-07-16;39
2017-07-17;28
2017-07-18;33
2017-07-19;40
2017-07-20;63
2017-07-21;40
2017-07-22;21
2017-07-23;24
2017-07-24;48
2017-07-25;35
2017-07-26;68
2017-07-27;63
2017-07-28;43
2017-07-29;39
2017-07-30;52
2017-07-31;50
2017-08-01;67
2017-08-02;58
2017-08-03;43
2017-08-04;60
2017-08-05;23
2017-08-06;41
2017-08-07;22
2017-08-08;12
2017-08-09;9
2017-08-10;6
2017-08-11;35
2017-08-12;19
2017-08-13;6
2017-08-14;20
2017-08-15;28
2017-08-16;66
2017-08-17;67
2017-08-18;23
2017-08-19;28
2017-08-20;56
2017-08-21;38
2017-08-22;11
2017-08-23;7
2017-08-24;17
2017-08-25;20
2017-08-26;16
2017-08-27;9
2017-08-28;41
2017-08-29;60
2017-08-30;46
2017-08-31;46
2017-09-01;19
2017-09-02;62
2017-09-03;51
2017-09-04;25
2017-09-05;43
2017-09-06;32
2017-09-07;21
2017-09-08;18
2017-09-09;31
2017-09-10;56
2017-09-11;35
2017-09-12;34
2017-09-13;34
2017-09-14;9
2017-09-15;13
2017-09-16;20
2017-09-17;21
2017-09-18;12
2017-09-19;12
2017-09-20;12
2017-09-21;10
2017-09-22;10
2017-09-23;16
2017-09-24;14
2017-09-25;11
2017-09-26;13
2017-09-27;15
2017-09-28;21
2017-09-29;10
2017-09-30;9
2017-10-01;22
2017-10-02;25
2017-10-03;9
2017-10-04;10
2017-10-05;7
2017-10-06;10
2017-10-07;16
2017-10-08;11
2017-10-09;10
2017-10-10;15
2017-10-11;17
2017-10-12;17
2017-10-13;11
2017-10-14;8
2017-10-15;11
2017-10-16;7
2017-10-17;6
2017-10-18;6
2017-10-19;10
2017-10-20;6
2017-10-21;8
2017-10-22;10
2017-10-23;7
2017-10-24;6
2017-10-25;8
2017-10-26;6
2017-10-27;8
2017-10-28;8
2017-10-29;10
2017-10-30;8
2017-10-31;9
2017-11-01;5
2017-11-02;5
2017-11-03;7
2017-11-04;9
2017-11-05;6
2017-11-06;9
2017-11-07;10
2017-11-08;9
2017-11-09;10
2017-11-10;6
2017-11-11;7
2017-11-12;7
2017-11-13;6
2017-11-14;6
2017-11-15;5
2017-11-16;5
2017-11-17;6
2017-11-18;6
2017-11-19;4
2017-11-20;7
2017-11-21;6
2017-11-22;6
2017-11-23;6
2017-11-24;10
2017-11-25;8
2017-11-26;7
2017-12-01;9
2017-12-02;12
2017-12-03;10
2017-12-04;10
2017-12-05;11
2017-12-06;13
2017-12-07;11
2017-12-08;9
2017-12-09;6
2017-12-10;5
2017-12-11;8
2017-12-12;3
2017-12-13;5
2017-12-14;5
2017-12-15;5
2017-12-16;4
2017-12-17;4
2017-12-18;7
2017-12-19;7
2017-12-20;6
2017-12-21;6
2017-12-22;6
2017-12-23;6
2017-12-24;5
2017-12-25;3
2017-12-26;4
2017-12-27;5
2017-12-28;4
2017-12-29;5
2017-12-30;5
2017-12-31;8
2018-01-01;5
2018-01-02;4
2018-01-03;3
2018-01-04;3
2018-01-05;5
2018-01-06;4
2018-01-07;4
2018-01-08;8
2018-01-09;8
2018-01-10;5
2018-01-11;10
2018-01-12;6
2018-01-13;10
2018-01-14;10
2018-01-15;7
2018-01-16;10
2018-01-17;10
2018-01-18;10
2018-01-19;8
2018-01-20;13
2018-01-21;11
2018-01-22;12
2018-01-23;11
2018-01-24;14
2018-01-25;12
2018-01-26;10
2018-01-27;7
2018-01-28;8
2018-01-29;11
2018-01-30;6
2018-01-31;18
2018-02-01;30
2018-02-02;19
2018-02-03;13
2018-02-04;11
2018-02-05;8
2018-02-06;9
2018-02-07;8
2018-02-08;6
2018-02-09;7
2018-02-10;8
2018-02-11;8
2018-02-12;13
2018-02-17;15
2018-02-18;15
2018-02-19;16
2018-02-20;15
2018-02-21;16
2018-02-22;15
2018-02-23;12
2018-02-24;14
2018-02-25;16
2018-02-26;13
2018-02-27;16
2018-02-28;16
2018-03-01;16
2018-03-02;18
2018-03-03;17
2018-03-04;15
2018-03-05;20
2018-03-06;25
2018-03-07;21
2018-03-08;19
2018-03-09;17
2018-03-10;13
2018-03-11;13
2018-03-12;14
2018-03-13;15
2018-03-14;16
2018-03-15;15
2018-03-16;16
2018-03-17;13
2018-03-18;12
2018-03-19;15
2018-03-20;16
2018-03-21;33
2018-03-22;13
2018-03-23;13
2018-03-24;13
2018-03-25;14
2018-03-26;15
2018-03-27;18
2018-03-28;18
2018-03-29;20
2018-03-30;17
2018-03-31;13
2018-04-01;16
2018-04-02;18
2018-04-03;25
2018-04-04;24
2018-04-05;14
2018-04-06;21
2018-04-07;20
2018-04-08;15
2018-04-09;16
2018-04-10;11
2018-04-12;21
2018-04-13;32
2018-04-14;53
2018-04-15;28
2018-04-16;17
2018-04-17;18
2018-04-18;23
2018-04-19;31
2018-04-20;43
2018-04-21;44
2018-04-22;30
2018-04-23;21
2018-04-24;28
2018-04-25;44
2018-04-26;28
2018-04-27;19
2018-04-28;64
2018-04-29;55
2018-04-30;31
2018-05-01;25
2018-05-02;19
2018-05-03;22
2018-05-04;26
2018-05-05;27
2018-05-06;18
2018-05-07;27
2018-05-08;18
2018-05-09;31
2018-05-10;39
2018-05-11;33
2018-05-12;47
2018-05-13;19
2018-05-14;26
2018-05-15;27
2018-05-16;36
2018-05-17;25
2018-05-18;29
2018-05-19;45
2018-05-20;26
2018-05-21;17
2018-05-22;32
2018-05-23;93
2018-05-24;84
2018-05-25;60
2018-05-26;23
2018-05-27;17
2018-05-28;20
2018-05-29;28
2018-05-30;22
2018-05-31;23
2018-06-01;25
2018-06-02;58
2018-06-03;49
2018-06-04;80
2018-06-05;28
2018-06-06;34
2018-06-07;25
2018-06-08;42
2018-06-09;18
2018-06-10;13
2018-06-11;19
2018-06-12;63
2018-06-13;30
2018-06-14;60
2018-06-15;123
2018-06-16;57
2018-06-17;24
2018-06-18;22
2018-06-19;21
2018-06-20;29
2018-06-21;34
2018-06-22;29
2018-06-23;26
2018-06-24;28
2018-06-25;42
2018-06-26;21
2018-06-27;53
2018-06-28;19
2018-06-29;27
2018-06-30;25
2018-07-01;16
2018-07-02;51
2018-07-03;23
2018-07-04;14
2018-07-05;13
2018-07-06;14
2018-07-07;15
2018-07-08;28
2018-07-09;49
2018-07-10;30
2018-07-11;74
2018-07-12;113
2018-07-13;99
2018-07-14;29
2018-07-15;47
2018-07-16;26
2018-07-17;20
2018-07-18;31
2018-07-19;43
2018-07-20;40
2018-07-21;35
2018-07-22;21
2018-07-23;21
2018-07-24;69
2018-07-25;74
2018-07-26;55
2018-07-27;27
2018-07-28;91
2018-07-29;76
2018-07-30;31
2018-07-31;22
2018-08-01;30
2018-08-02;28
2018-08-03;55
2018-08-04;32
2018-08-05;20
2018-08-06;19
2018-08-07;48
2018-08-08;30
2018-08-09;49
2018-08-10;52
2018-08-11;44
2018-08-12;39
2018-08-13;18
2018-08-14;17
2018-08-15;61
2018-08-16;77
2018-08-17;34
2018-08-18;17
2018-08-19;23
2018-08-20;41
2018-08-21;44
2018-08-22;20
2018-08-23;15
2018-08-24;45
2018-08-25;18
2018-08-26;22
2018-08-27;37
2018-08-28;29
2018-08-29;25
2018-08-30;21
2018-08-31;25
2018-09-01;29
2018-09-02;27
2018-09-03;19
2018-09-04;27
2018-09-05;18
2018-09-06;18
2018-09-07;17
2018-09-08;19
2018-09-09;37
2018-09-10;25
2018-09-11;19
2018-09-12;17
2018-09-13;23
2018-09-14;23
2018-09-15;22
2018-09-16;16
2018-09-17;15
2018-09-18;14
2018-09-19;16
2018-09-20;14
2018-09-21;15
2018-09-22;14
2018-09-23;16
2018-09-24;17
2018-09-25;19
2018-09-26;19
2018-09-28;14
2018-09-29;14
2018-09-30;16
2018-10-08;7
2018-10-09;14
2018-10-10;2
2018-10-11;6
2018-10-12;7
2018-10-13;11
2018-10-14;3
2018-10-15;2
2018-10-16;1
2018-10-17;1
2018-10-18;2
2018-10-19;2
2018-10-20;4
2018-10-21;3
2018-10-22;3
2018-10-23;4
2018-10-24;3
2018-10-25;3
2018-10-26;3
2018-10-27;2
2018-10-28;3
2018-10-29;1
2018-10-30;2
2018-10-31;2
2018-11-01;2
2018-11-02;2
2018-11-03;2
2018-11-04;2
2018-11-05;2
2018-11-06;2
2018-11-07;3
2018-11-08;2
2018-11-09;3
2018-11-10;2
2018-11-11;2
2018-11-12;2
2018-11-13;2
2018-11-14;2
2018-11-15;3
2018-11-16;2
2018-11-17;2
2018-11-18;2
2018-11-19;2
2018-11-20;3
2018-11-21;2
2018-11-22;1
2018-11-23;3
2018-11-24;3
2018-11-25;1
2018-11-26;3
2018-11-27;2
2018-11-28;3
2018-11-29;3
2018-11-30;2
2018-12-01;2
2018-12-02;4
2018-12-03;3
2018-12-04;4
2018-12-05;4
2018-12-06;5
2018-12-07;4
2018-12-08;2
2018-12-09;3
2018-12-10;3
2018-12-11;2
2018-12-12;3
2018-12-13;2
2018-12-14;2
2018-12-15;2
2018-12-16;2
2018-12-17;2
2018-12-18;5
2018-12-19;4
2018-12-20;1
2018-12-21;2
2018-12-22;3
2018-12-23;3
2018-12-28;5
2018-12-29;5
2018-12-30;4
2018-12-31;7
2019-01-01;5
2019-01-02;2
2019-01-03;3
2019-01-04;4
2019-01-05;6
2019-01-06;8
2019-01-07;3
2019-01-08;3
2019-01-09;2
2019-01-10;3
2019-01-11;6
2019-01-12;4
2019-01-13;3
2019-01-14;8
2019-01-19;13
2019-01-20;11
2019-01-21;8
2019-01-22;7
2019-01-23;8
2019-01-24;11
2019-01-25;9
2019-01-26;9
2019-01-27;9
2019-01-28;8
2019-01-29;11
2019-01-30;7
2019-01-31;8
2019-02-01;9
2019-02-02;17
2019-02-03;14
2019-02-04;12
2019-02-05;20
2019-02-06;40
2019-02-07;11
2019-02-08;15
2019-02-09;10
2019-02-10;7
2019-02-11;6
2019-02-12;11
2019-02-13;11
2019-02-14;13
2019-02-15;17
2019-02-16;19
2019-02-17;20
2019-02-18;19
2019-02-19;10
2019-02-20;8
2019-02-21;9
2019-02-22;9
2019-02-23;7
2019-02-24;6
2019-02-25;9
2019-02-26;11
2019-02-27;14
2019-02-28;18
2019-03-01;11
2019-03-02;10
2019-03-03;9
2019-03-04;9
2019-03-05;10
2019-03-06;10
2019-03-07;6
2019-03-08;8
2019-03-09;11
2019-03-10;9
2019-03-11;12
2019-03-12;12
2019-03-13;9
2019-03-14;8
2019-03-15;13
2019-03-16;12
2019-03-17;10
2019-03-18;12
2019-03-19;13
2019-03-20;15
2019-03-21;18
2019-03-22;16
2019-03-23;20
2019-03-24;16
2019-03-25;14
2019-03-26;20
2019-03-27;16
2019-03-28;21
2019-03-29;57
2019-03-30;94
2019-03-31;28
2019-04-01;17
2019-04-02;16
2019-04-03;16
2019-04-04;7
2019-04-05;14
2019-04-06;18
2019-04-07;20
2019-04-08;12
2019-04-09;16
2019-04-10;15
2019-04-11;24
2019-04-12;32
2019-04-13;12
2019-04-14;13
2019-04-15;12
2019-04-16;20
2019-04-17;27
2019-04-18;24
2019-04-19;13
2019-04-20;19
2019-04-21;21
2019-04-22;20
2019-04-23;23
2019-04-24;31
2019-04-25;31
2019-04-26;33
2019-04-27;27
2019-04-28;20
2019-04-29;18
2019-04-30;16
2019-05-01;19
2019-05-02;24
2019-05-03;8
2019-05-04;9
2019-05-05;16
2019-05-06;15
2019-05-07;17
2019-05-08;14
2019-05-09;19
2019-05-10;31
2019-05-11;27
2019-05-12;18
2019-05-13;28
2019-05-14;46
2019-05-15;46
2019-05-16;16
2019-05-17;15
2019-05-18;14
2019-05-19;12
2019-05-20;13
2019-05-21;24
2019-05-22;43
2019-05-23;60
2019-05-24;60
2019-05-25;57
2019-05-26;13
2019-05-27;11
2019-05-28;18
2019-05-29;9
2019-05-30;6
2019-05-31;7
2019-06-01;8
2019-06-02;16
2019-06-03;29
2019-06-04;12
2019-06-05;7
2019-06-06;10
2019-06-07;16
2019-06-08;24
2019-06-09;19
2019-06-10;17
2019-06-11;14
2019-06-12;7
2019-06-13;8
2019-06-15;24
2019-06-16;14
2019-06-17;30
2019-06-18;14
2019-06-19;21
2019-06-20;36
2019-06-21;32
2019-06-22;29
2019-06-23;21
2019-06-24;15
2019-06-25;11
2019-06-26;8
2019-06-27;8
2019-06-28;9
2019-06-29;18
2019-06-30;19
2019-07-01;18
2019-07-02;22
2019-07-03;34
2019-07-04;10
2019-07-05;11
2019-07-06;15
2019-07-07;11
2019-07-08;9
2019-07-09;11
2019-07-10;12
2019-07-11;18
2019-07-12;13
2019-07-13;15
2019-07-14;12
2019-07-15;11
2019-07-16;19
2019-07-17;22
2019-07-18;20
2019-07-19;18
2019-07-20;11
2019-07-21;6
2019-07-22;10
2019-07-23;13
2019-07-24;13
2019-07-25;16
2019-07-26;30
2019-07-27;18
2019-07-28;12
2019-07-29;9
2019-07-30;11
2019-07-31;14
2019-08-02;11
2019-08-03;16
2019-08-04;20
2019-08-06;12
2019-08-07;12
2019-08-08;14
2019-08-09;40
2019-08-10;28
2019-08-11;14
2019-08-12;13
2019-08-13;15
2019-08-14;20
2019-08-15;21
2019-08-16;12
2019-08-17;11
2019-08-18;20
2019-08-19;24
2019-08-20;25
2019-08-21;27
2019-08-22;27
2019-08-23;35
2019-08-24;30
2019-08-25;18
2019-08-26;12
2019-08-27;14
2019-08-28;13
2019-08-29;10
2019-08-30;10
2019-08-31;8
2019-09-01;9
2019-09-02;12
2019-09-03;24
2019-09-04;42
2019-09-05;13
2019-09-06;17
2019-09-07;9
2019-09-08;8
2019-09-09;7
2019-09-10;14
2019-09-11;22
2019-09-12;15
2019-09-13;14
2019-09-14;12
2019-09-15;9
2019-09-16;8
2019-09-17;13
2019-09-18;8
2019-09-19;8
2019-09-20;7
2019-09-21;6
2019-09-22;8
2019-09-23;9
2019-09-24;11
2019-09-25;13
2019-09-26;15
2019-09-27;17
2019-09-28;16
2019-09-29;11
2019-09-30;10
2019-10-01;12
2019-10-02;14
2019-10-03;16
2019-10-04;16
2019-10-05;16
2019-10-06;12
2019-10-07;8
2019-10-08;12
2019-10-09;15
2019-10-10;21
2019-10-11;23
2019-10-12;13
2019-10-13;13
2019-10-14;15
2019-10-15;11
2019-10-16;16
2019-10-17;13
2019-10-18;15
2019-10-19;18
2019-10-20;11
2019-10-21;10
2019-10-22;12
2019-10-23;15
2019-10-24;14
2019-10-25;13
2019-10-26;10
2019-10-27;8
2019-10-28;9
2019-10-29;12
2019-10-30;12
2019-10-31;11
2019-11-01;13
2019-11-02;8
2019-11-03;9
2019-11-04;10
2019-11-05;11
2019-11-06;11
2019-11-07;12
2019-11-08;13
2019-11-09;13
2019-11-10;13
2019-11-11;14
2019-11-12;14
2019-11-13;11
2019-11-14;12
2019-11-15;12
2019-11-16;8
2019-11-17;10
2019-11-18;12
2019-11-19;11
2019-11-20;10
2019-11-21;11
2019-11-22;15
2019-11-23;10
2019-11-24;8
2019-11-25;9
2019-11-26;10
2019-11-27;7
2019-11-28;8
2019-11-29;7
2019-11-30;7
2019-12-01;9
2019-12-02;10
2019-12-03;11
2019-12-04;11
2019-12-05;10
2019-12-06;10
2019-12-07;11
2019-12-08;10
2019-12-09;13
2019-12-10;9
2019-12-11;9
2019-12-12;11
2019-12-13;11
2019-12-14;9
2019-12-15;7
2019-12-16;9
2019-12-17;8
2019-12-18;10
2019-12-19;8
2019-12-20;8
2019-12-21;8
2019-12-22;6
2019-12-23;6
2019-12-24;5
2019-12-25;6
2019-12-26;8
2019-12-27;11
2019-12-28;10
2019-12-29;10
2020-01-01;13
2020-01-02;16
2020-01-03;9
2020-01-04;10
2020-01-05;8
2020-01-06;8
2020-01-07;9
2020-01-08;5
2020-01-09;7
2020-01-10;7
2020-01-11;7
2020-01-12;8
2020-01-13;9
2020-01-14;7
2020-01-15;12
2020-01-16;12
2020-01-17;25
2020-01-18;16
2020-01-19;15
2020-01-20;13
2020-01-21;11
2020-01-22;12
2020-01-23;13
2020-01-24;13
2020-01-25;12
2020-01-26;8
2020-01-27;16
2020-01-28;10
2020-01-29;13
2020-01-30;15
2020-01-31;14
2020-02-01;12
2020-02-02;7
2020-02-03;9
2020-02-04;8
2020-02-05;6
2020-02-06;9
2020-02-07;8
2020-02-08;12
2020-02-09;16
2020-02-10;15
2020-02-11;16
2020-02-12;14
2020-02-13;7
2020-02-14;8
2020-02-15;8
2020-02-16;8
2020-02-17;5
2020-02-18;7
2020-02-19;9
2020-02-20;14
2020-02-21;20
2020-02-22;17
2020-02-23;15
2020-02-24;11
2020-02-25;10
2020-02-26;12
2020-02-27;14
2020-02-28;11
2020-02-29;12
2020-03-01;15
2020-03-02;14
2020-03-03;15
2020-03-04;22
2020-03-05;15
2020-03-06;11
2020-03-07;13
2020-03-08;16
2020-03-09;15
2020-03-10;12
2020-03-11;9
2020-03-12;7
2020-03-13;5
2020-03-14;10
2020-03-15;11
2020-03-16;15
2020-03-17;11
2020-03-18;11
2020-03-19;12
2020-03-20;15
2020-03-21;11
2020-03-22;7
2020-03-23;5
2020-03-24;5
2020-03-25;7
2020-03-26;9
2020-03-27;10
2020-03-28;10
2020-03-29;8
2020-03-30;8
2020-03-31;10
2020-04-01;12
2020-04-02;12
2020-04-03;12
2020-04-04;10
2020-04-05;10
2020-04-06;15
2020-04-07;31
2020-04-08;20
2020-04-09;24
2020-04-10;44
2020-04-11;10
2020-04-12;15
2020-04-13;22
2020-04-14;28
2020-04-15;17
2020-04-16;12
2020-04-17;16
2020-04-18;6
2020-04-19;8
2020-04-20;9
2020-04-21;14
2020-04-22;22
2020-04-23;16
2020-04-24;7
2020-04-25;6
2020-04-26;9
2020-04-27;6
2020-04-28;7
2020-04-29;15
2020-04-30;29
2020-05-01;42
2020-05-02;26
2020-05-03;15
2020-05-04;14
2020-05-05;12
2020-05-06;17
2020-05-07;36
2020-05-08;41
2020-05-09;13
2020-05-10;12
2020-05-11;11
2020-05-12;14
2020-05-13;17
2020-05-14;29
2020-05-15;20
2020-05-16;13
2020-05-17;13
2020-05-18;16
2020-05-19;12
2020-05-21;26
2020-05-22;55
2020-05-23;35
2020-05-24;35
2020-05-25;20
2020-05-26;32
2020-05-27;10
2020-05-28;20
2020-05-29;28
2020-05-30;25
2020-05-31;46
2020-06-01;55
2020-06-02;53
2020-06-03;28
2020-06-04;63
2020-06-05;67
2020-06-06;38
2020-06-07;26
2020-06-08;14
2020-06-09;26
2020-06-10;16
2020-06-11;10
2020-06-12;19
2020-06-13;33
2020-06-14;34
2020-06-15;18
2020-06-16;7
2020-06-17;5
2020-06-18;5
2020-06-19;10
2020-06-20;9
2020-06-21;16
2020-06-22;7
2020-06-23;9
2020-06-24;5
2020-06-25;28
2020-06-26;35
2020-06-27;19
2020-06-28;8
2020-06-29;6
2020-06-30;9
2020-07-01;16
2020-07-02;24
2020-07-03;16
2020-07-04;15
2020-07-05;16
2020-07-06;38
2020-07-07;45
2020-07-08;20
2020-07-09;14
2020-07-10;22
2020-07-11;27
2020-07-12;12
2020-07-13;21
2020-07-14;66
2020-07-15;65
2020-07-16;21
2020-07-17;10
2020-07-18;5
2020-07-19;4
2020-07-20;4
2020-07-21;6
2020-07-22;22
2020-07-23;30
2020-07-24;26
2020-07-25;16
2020-07-26;12
2020-07-27;20
2020-07-28;24
2020-07-29;36
2020-07-30;22
2020-07-31;24
2020-08-01;13
2020-08-02;8
2020-08-03;9
2020-08-04;13
2020-08-05;13
2020-08-06;9
2020-08-07;11
2020-08-08;26
2020-08-09;15
2020-08-10;8
2020-08-11;7
2020-08-12;14
2020-08-13;11
2020-08-14;12
2020-08-15;15
2020-08-16;14
2020-08-17;12
2020-08-18;13
2020-08-19;10
2020-08-20;15
2020-08-21;15
2020-08-22;23
2020-08-23;5
2020-08-24;3
2020-08-25;1
2020-08-26;1
2020-08-27;3
2020-08-28;1
2020-08-29;3
2020-08-30;6
2020-08-31;16
2020-09-01;18
2020-09-02;11
2020-09-03;10
2020-09-04;8
2020-09-05;6
2020-09-06;8
2020-09-07;8
2020-09-08;2
2020-09-09;4
2020-09-10;5
2020-09-11;5
2020-09-12;6
2020-09-13;3
2020-09-14;8
2020-09-15;12
2020-09-16;4
2020-09-17;4
2020-09-18;2
2020-09-19;2
2020-09-20;4
2020-09-21;8
2020-09-22;5
2020-09-23;5
2020-09-25;4
2020-09-26;6
2020-09-27;4
2020-09-28;5
2020-09-29;1
2020-09-30;3
2020-10-01;4
2020-10-02;5
2020-10-03;7
2020-10-04;8
2020-10-05;4
2020-10-06;4
2020-10-07;5
2020-10-08;5
2020-10-09;3
2020-10-10;2
2020-10-11;3
2020-10-12;3
2020-10-13;4
2020-10-14;4
2020-10-15;7
2020-10-16;11
2020-10-17;8
2020-10-18;8
2020-10-19;6
2020-10-20;5
2020-10-21;7
2020-10-22;9
2020-10-23;8
2020-10-24;7
2020-10-25;4
2020-10-26;4
2020-10-27;4
2020-10-28;3
2020-10-29;8
2020-10-30;12
2020-10-31;13
2020-11-01;4
2020-11-06;7
2020-11-07;7
2020-11-08;7
2020-11-09;8
2020-11-10;9
2020-11-11;9
2020-11-12;8
2020-11-13;7
2020-11-14;4
2020-11-15;5
2020-11-16;6
2020-11-17;7
2020-11-18;6
2020-11-19;5
2020-11-20;2
2020-11-21;3
2020-11-22;4
2020-11-23;4
2020-11-24;4
2020-11-25;5
2020-11-26;7
2020-11-27;7
2020-11-28;4
2020-11-29;5
2020-11-30;5
2020-12-01;6
2020-12-02;6
2020-12-03;7
2020-12-04;7
2020-12-05;14
2020-12-06;14
2020-12-07;6
2020-12-08;4
2020-12-09;8
2020-12-10;9
2020-12-11;8
2020-12-12;8
2020-12-13;5
2020-12-14;5
2020-12-15;8
2020-12-16;7
2020-12-17;9
2020-12-18;6
2020-12-19;7
2020-12-20;3
2020-12-21;8
2020-12-22;8
2020-12-23;6
2020-12-24;7
2020-12-25;5
2020-12-26;6
2020-12-27;7
2020-12-28;7
2020-12-29;6
2020-12-30;7
2020-12-31;8
2021-01-01;8
2021-01-02;10
2021-01-03;8
2021-01-04;9
2021-01-05;11
2021-01-06;11
2021-01-07;6
2021-01-08;12
2021-01-09;7
2021-01-10;4
2021-01-11;6
2021-01-12;7
2021-01-13;9
2021-01-14;10
2021-01-15;7
2021-01-16;6
2021-01-17;6
2021-01-18;10
2021-01-19;11
2021-01-20;12
2021-01-21;10
2021-01-22;9
2021-01-23;9
2021-01-24;10
2021-01-25;10
2021-01-26;18
2021-01-27;10
2021-01-28;4
2021-01-29;5
2021-01-30;5
2021-01-31;5
2021-02-01;6
2021-02-02;9
2021-02-03;11
2021-02-04;12
2021-02-05;7
2021-02-06;10
2021-02-07;9
2021-02-08;10
2021-02-09;11
2021-02-10;10
2021-02-11;9
2021-02-12;12
2021-02-13;11
2021-02-14;10
2021-02-15;8
2021-02-16;9
2021-02-17;7
2021-02-18;4
2021-02-19;6
2021-02-20;8
2021-02-21;8
2021-02-22;5
2021-02-24;11
2021-02-25;12
2021-02-26;10
2021-02-27;8
2021-02-28;8
2021-03-01;7
2021-03-02;11
2021-03-03;9
2021-03-04;7
2021-03-05;9
2021-03-06;12
2021-03-07;7
2021-03-08;10
2021-03-09;18
2021-03-10;6
2021-03-11;6
2021-03-12;10
2021-03-13;18
2021-03-14;11
2021-03-15;8
2021-03-16;9
2021-03-17;16
2021-03-18;11
2021-03-19;11
2021-03-20;5
2021-03-21;10
2021-03-22;12
2021-03-23;15
2021-03-24;13
2021-03-25;13
2021-03-26;18
2021-03-27;17
2021-03-28;15
2021-03-29;16
2021-03-30;36
2021-03-31;22
2021-04-01;28
2021-04-02;11
2021-04-03;12
2021-04-04;37
2021-04-05;9
2021-04-06;22
2021-04-07;19
2021-04-08;18
2021-04-09;12
2021-04-10;12
2021-04-11;7
2021-04-12;8
2021-04-13;10
2021-04-14;17
2021-04-15;10
2021-04-16;17
2021-04-17;26
2021-04-18;14
2021-04-19;18
2021-04-20;9
2021-04-21;10
2021-04-22;21
2021-04-23;22
2021-04-24;14
2021-04-25;15
2021-04-26;14
2021-04-27;30
2021-04-28;20
2021-04-29;30
2021-04-30;22
2021-05-01;7
2021-05-02;3
2021-05-03;20
2021-05-04;21
2021-05-05;66
2021-05-06;74
2021-05-07;37
2021-05-08;36
2021-05-09;16
2021-05-10;45
2021-05-11;69
2021-05-12;56
2021-05-13;65
2021-05-14;99
2021-05-15;49
2021-05-16;69
2021-05-17;88
2021-05-18;42
2021-05-19;14
2021-05-20;17
2021-05-21;26
2021-05-22;50
2021-05-23;26
2021-05-24;47
2021-05-25;78
2021-05-26;62
2021-05-27;31
2021-05-28;20
2021-05-29;42
2021-05-30;36
2021-05-31;16
2021-06-01;8
2021-06-02;27
2021-06-03;55
2021-06-04;40
2021-06-05;19
2021-06-06;43
2021-06-07;61
2021-06-08;17
2021-06-09;10
2021-06-10;52
2021-06-11;38
2021-06-12;35
2021-06-13;19
2021-06-14;23
2021-06-15;45
2021-06-16;52
2021-06-17;58
2021-06-18;58
2021-06-19;84
2021-06-20;41
2021-06-21;19
2021-06-22;15
2021-06-23;10
2021-06-24;9
2021-06-25;32
2021-06-26;30
2021-06-27;51
2021-06-28;108
2021-06-29;141
2021-06-30;67
2021-07-01;37
2021-07-02;22
2021-07-03;24
2021-07-04;44
2021-07-05;27
2021-07-06;22
2021-07-07;50
2021-07-08;54
2021-07-09;20
2021-07-10;24
2021-07-11;43
2021-07-12;30
2021-07-13;24
2021-07-14;45
2021-07-15;51
2021-07-16;45
2021-07-17;24
2021-07-18;20
2021-07-19;26
2021-07-20;31
2021-07-21;55
2021-07-22;44
2021-07-23;45
2021-07-24;39
2021-07-25;11
2021-07-26;14
2021-07-27;17
2021-07-28;31
2021-07-30;69
2021-07-31;20
2021-08-01;27
2021-08-02;26
2021-08-03;36
2021-08-04;49
2021-08-05;27
2021-08-06;48
2021-08-07;16
2021-08-08;45
2021-08-09;42
2021-08-10;25
2021-08-11;41
2021-08-12;59
2021-08-13;70
2021-08-14;58
2021-08-15;44
2021-08-16;13
2021-08-17;9
2021-08-18;8
2021-08-19;8
2021-08-20;8
2021-08-21;10
2021-08-22;38
2021-08-23;50
2021-08-24;33
2021-08-25;16
2021-08-26;21
2021-08-27;29
2021-08-28;37
2021-08-29;31
2021-08-30;14
2021-08-31;20
2021-09-01;34
2021-09-02;32
2021-09-03;20
2021-09-04;16
2021-09-05;16
2021-09-06;14
2021-09-07;24
2021-09-08;29
2021-09-09;20
2021-09-10;28
2021-09-11;13
2021-09-12;6
2021-09-13;15
2021-09-14;23
2021-09-15;18
2021-09-16;17
2021-09-17;26
2021-09-18;29
2021-09-19;13
2021-09-20;12
2021-09-21;17
2021-09-22;19
2021-09-23;20
2021-09-24;19
2021-09-25;9
2021-09-26;10
2021-09-27;10
2021-09-28;17
2021-09-29;13
2021-09-30;8
2021-10-01;12
2021-10-02;7
2021-10-03;6
2021-10-04;8
2021-10-05;7
2021-10-06;10
2021-10-07;12
2021-10-08;11
2021-10-09;15
2021-10-10;13
2021-10-11;14
2021-10-12;10
