FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
111219;0000;;;;
111220;0000;;;;
111221;0000;;;;
111222;0000;;;;
111223;0000;;;;
111224;0000;;;;
111225;0000;;;;
111226;0000;;;;
111227;0000;;;;
111228;0000;;;;
111229;0000;;;;
111230;0000;;;;
111231;0000;;;;
120101;0000;;;;
120102;0000;;;;
120103;0000;;;;
120104;0000;;;;
120105;0000;;;;
120106;0000;;;;
120107;0000;;;;
120108;0000;;;;
120109;0000;;;;
120110;0000;;;;
120111;0000;;;;
120112;0000;;;;
120113;0000;;;;
120114;0000;;;;
120115;0000;;;;
120116;0000;;;;
120117;0000;;;;
120118;0000;;;;
120119;0000;;;;
120120;0000;;;;
120121;0000;;;;
120122;0000;;;;
120123;0000;;;;
120124;0000;;;;
120125;0000;;;;
120126;0000;;;;
120127;0000;;;;
120128;0000;;;;
120129;0000;;;;
120130;0000;;;;
120131;0000;;;;
120201;0000;;;;
120202;0000;;;;
120203;0000;;;;
120204;0000;;;;
120205;0000;;;;
120206;0000;;;;
120207;0000;;;;
120208;0000;;;;
120209;0000;;;;
120210;0000;;;;
120211;0000;;;;
120212;0000;;;;
120213;0000;;;;
120214;0000;;;;
120215;0000;;;;
120216;0000;;;;
120217;0000;;;;
120218;0000;;;;
120219;0000;;;;
120220;0000;;;;
120221;0000;;;;
120222;0000;;;;
120223;0000;;;;
120224;0000;;;;
120225;0000;;;;
120226;0000;;;;
120227;0000;;;;
120228;0000;;;;
120229;0000;;;;
120301;0000;;;;
120302;0000;;;;
120303;0000;;;;
120304;0000;;;;
120305;0000;;;;
120306;0000;;;;
120307;0000;;;;
120308;0000;;;;
120309;0000;;;;
120310;0000;;;;
120311;0000;;;;
120312;0000;;;;
120313;0000;;;;
120314;0000;;;;
120315;0000;;;;
120316;0000;;;;
120317;0000;;;;
120318;0000;;;;
120319;0000;;;;
120320;0000;;;;
120321;0000;;;;
120322;0000;;;;
120323;0000;;;;
120324;0000;;;;
120325;0000;;;;
120326;0000;;;;
120327;0000;;;;
120328;0000;;;;
120329;0000;;;;
120330;0000;;;;
120331;0000;;;;
120401;0000;;;;
120402;0000;;;;
120403;0000;;;;
120404;0000;;;;
120405;0000;;;;
120406;0000;;;;
120407;0000;;;;
120408;0000;;;;
120409;0000;;;;
120410;0000;;;;
120411;0000;;;;
120412;0000;;;;
120413;0000;;;;
120414;0000;;;;
120415;0000;;;;
120416;0000;;;;
120417;0000;;;;
120418;0000;;;;
120419;0000;;;;
120420;0000;;;;
120421;0000;;;;
120422;0000;;;;
120423;0000;;;;
120424;0000;;;;
120425;0000;;;;
120426;0000;;;;
120427;0000;;;;
120428;0000;;;;
120429;0000;;;;
120430;0000;;;;
120501;0000;;;;
120502;0000;;;;
120503;0000;;;;
120504;0000;;;;
120505;0000;;;;
120506;0000;;;;
120507;0000;;;;
120508;0000;;;;
120509;0000;;;;
120510;0000;;;;
120511;0000;;;;
120512;0000;;;;
120513;0000;;;5,39222;
120514;0000;;;5,26606;
120515;0000;;;5,12619;
120516;0000;;;32,1058;
120517;0000;;;51,6483;
120518;0000;;;30,6274;
120519;0000;;;18,6516;
120520;0000;;;;
120521;0000;;;20,2506;
120522;0000;;;102,149;
120523;0000;;;122,997;
120524;0000;;;92,0297;
120525;0000;;;33,85;
120526;0000;;;10,7139;
120527;0000;;;16,4039;
120528;0000;;;16,3816;
120529;0000;;;;
120530;0000;;;;
120531;0000;;;;
120601;0000;;;;
120602;0000;;;;
120603;0000;;;;
120604;0000;;;;
120605;0000;;;;
120606;0000;;;;
120607;0000;;;;
120608;0000;;;;
120609;0000;;;;
120610;0000;;;;
120611;0000;;;;
120612;0000;;;;
120613;0000;;;;
120614;0000;;;;
120615;0000;;;;
120616;0000;;;;
120617;0000;;;;
120618;0000;;;;
120619;0000;;;;
120620;0000;;;;
120621;0000;;;;
120622;0000;;;;
120623;0000;;;;
120624;0000;;;;
120625;0000;;;;
120626;0000;;;;
120627;0000;;;;
120628;0000;;;;
120629;0000;;;;
120630;0000;;;;
120701;0000;;;;
120702;0000;;;;
120703;0000;;;;
120704;0000;;;;
120705;0000;;;68,2085;
120706;0000;;;80,9694;
120707;0000;;;756,599;
120708;0000;;;861,233;
120709;0000;;;283,616;
120710;0000;;;247,072;
120711;0000;;;313,969;
120712;0000;;;250,052;
120713;0000;;;199,208;
120714;0000;;;212,333;
120715;0000;;;207,579;
120716;0000;;;123,751;
120717;0000;;;167,633;
120718;0000;;;175,539;
120719;0000;;;171,927;
120720;0000;;;225,665;
120721;0000;;;183,993;
120722;0000;;;171,152;
120723;0000;;;218,957;
120724;0000;;;;
120725;0000;;;251,115;
120726;0000;;;345,855;
120727;0000;;;481,251;
120728;0000;;;400,359;
120729;0000;;;360,915;
120730;0000;;;595,759;
120731;0000;;;451,067;
120801;0000;;;350,755;
120802;0000;;;441,715;
120803;0000;;;347,713;
120804;0000;;;382,742;
120805;0000;;;323,739;
120806;0000;;;337,655;
120807;0000;;;398,743;
120808;0000;;;364,855;
120809;0000;;;462,925;
120810;0000;;;545,816;
120811;0000;;;362,805;
120812;0000;;;320,199;
120813;0000;;;421,834;
120814;0000;;;;
120815;0000;;;;
120816;0000;;;;
120817;0000;;;324,736;
120818;0000;;;299,628;
120819;0000;;;347,243;
120820;0000;;;382,571;
120821;0000;;;;
120822;0000;;;;
120823;0000;;;;
120824;0000;;;;
120825;0000;;;;
120826;0000;;;;
120827;0000;;;;
120828;0000;;;;
120829;0000;;;;
120830;0000;;;;
120831;0000;;;;
120901;0000;;;;
120902;0000;;;;
120903;0000;;;;
120904;0000;;;;
120905;0000;;;;
120906;0000;;;;
120907;0000;;;;
120908;0000;;;;
120909;0000;;;;
120910;0000;;;;
120911;0000;;;;
120912;0000;;;;
120913;0000;;;;
120914;0000;;;;
120915;0000;;;;
120916;0000;;;;
120917;0000;;;;
120918;0000;;;;
120919;0000;;;;
120920;0000;;;;
120921;0000;;;;
120922;0000;;;;
120923;0000;;;;
120924;0000;;;;
120925;0000;;;;
120926;0000;;;;
120927;0000;;;;
120928;0000;;;;
120929;0000;;;;
120930;0000;;;;
121001;0000;;;;
121002;0000;;;;
121003;0000;;;;
121004;0000;;;;
121005;0000;;;;
121006;0000;;;;
121007;0000;;;;
121008;0000;;;;
121009;0000;;;;
121010;0000;;;;
121011;0000;;;;
121012;0000;;;;
121013;0000;;;;
121014;0000;;;;
121015;0000;;;;
121016;0000;;;;
121017;0000;;;;
121018;0000;;;;
121019;0000;;;;
121020;0000;;;;
121021;0000;;;;
121022;0000;;;;
121023;0000;;;;
121024;0000;;;;
121025;0000;;;;
121026;0000;;;;
121027;0000;;;;
121028;0000;;;;
121029;0000;;;;
121030;0000;;;;
121031;0000;;;;
121101;0000;;;;
121102;0000;;;;
121103;0000;;;;
121104;0000;;;;
121105;0000;;;;
121106;0000;;;;
121107;0000;;;;
121108;0000;;;;
121109;0000;;;;
121110;0000;;;;
121111;0000;;;;
121112;0000;;;;
121113;0000;;;;
121114;0000;;;;
121115;0000;;;29,1527;
121116;0000;;;11,051;
121117;0000;;;15,7792;
121118;0000;;;13,5572;
121119;0000;;;11,373;
121120;0000;;;8,22391;
121121;0000;;;12,3356;
121122;0000;;;7,04091;
121123;0000;;;7,43393;
121124;0000;;;8,0192;
121125;0000;;;9,82011;
121126;0000;;;8,00597;
121127;0000;;;;
121128;0000;;;;
121129;0000;;;24,854;
121130;0000;;;8,92046;
121201;0000;;;10,4596;
121202;0000;;;76,2948;
121203;0000;;;8,72536;
121204;0000;;;8,13049;
121205;0000;;;12,0222;
121206;0000;;;8,10001;
121207;0000;;;8,23714;
121208;0000;;;10,3656;
121209;0000;;;10,5291;
121210;0000;;;8,99948;
121211;0000;;;10,0862;
121212;0000;;;10,6651;
121213;0000;;;8,33626;
121214;0000;;;9,83676;
121215;0000;;;7,64331;
121216;0000;;;6,29641;
121217;0000;;;6,74017;
121218;0000;;;8,29982;
121219;0000;;;;
121220;0000;;;;
121221;0000;;;;
121222;0000;;;;
121223;0000;;;;
121224;0000;;;;
121225;0000;;;;
121226;0000;;;;
121227;0000;;;;
121228;0000;;;;
121229;0000;;;;
121230;0000;;;;
121231;0000;;;;
130101;0000;;;;
130102;0000;;;42,7402;
130103;0000;12,2021;;;
130104;0000;;;17,5704;
130105;0000;;;17,5869;
130106;0000;8,86414;;;
130107;0000;10,0016;;;
130108;0000;10,5093;;;
130109;0000;;;15,9063;
130110;0000;;;;
130111;0000;12,6679;;;
130112;0000;;;14,8531;
130113;0000;;;15,2311;
130114;0000;;;17,9626;
130115;0000;;;55,8755;
130116;0000;;;26,9901;
130117;0000;;;31,1387;
130118;0000;;;13,5624;
130119;0000;;;21,4507;
130120;0000;;;19,7672;
130121;0000;;;23,1806;
130122;0000;;;35,9258;
130123;0000;;;21,4525;
130124;0000;;;17,6902;
130125;0000;;;15,1175;
130126;0000;;;12,66;
130127;0000;;;13,9119;
130128;0000;;;15,359;
130129;0000;;;12,4698;
130130;0000;;;40,4771;
130131;0000;;;58,8871;
130201;0000;;;;
130202;0000;;;241,896;
130203;0000;;;76,6346;
130204;0000;;;64,1667;
130205;0000;;;33,5018;
130206;0000;;;18,7374;
130207;0000;;;14,7076;
130208;0000;;;13,5307;
130209;0000;;;10,2463;
130210;0000;;;26,8596;
130211;0000;;;18,5121;
130212;0000;;;369,856;
130213;0000;;;12,0252;
130214;0000;;;10,1108;
130215;0000;;;23,3671;
130216;0000;;;14,4469;
130217;0000;;;13,0343;
130218;0000;;;12,7899;
130219;0000;;;12,8041;
130220;0000;;;;
130221;0000;;;;
130222;0000;;;;
130223;0000;;;;
130224;0000;;;;
130225;0000;;;;
130226;0000;;;;
130227;0000;;;;
130228;0000;;;;
130301;0000;;;;
130302;0000;;;;
130303;0000;;;;
130304;0000;;;;
130305;0000;;;;
130306;0000;;;;
130307;0000;;;;
130308;0000;;;2,77415;
130309;0000;;;2,74045;
130310;0000;;;2,7002;
130311;0000;;;2,75566;
130312;0000;;;2,77468;
130313;0000;;;2,77873;
130314;0000;;;2,7561;
130315;0000;;;2,76033;
130316;0000;;;2,75852;
130317;0000;;;2,7253;
130318;0000;;;2,75135;
130319;0000;;;2,75619;
130320;0000;;;2,75571;
130321;0000;;;2,77357;
130322;0000;;;2,7751;
130323;0000;;;2,74098;
130324;0000;;;2,73535;
130325;0000;;;2,75864;
130326;0000;;;2,72564;
130327;0000;;;;
130328;0000;;;;
130329;0000;;;;
130330;0000;;;;
130331;0000;;;;
130401;0000;;;;
130402;0000;;;;
130403;0000;;;;
130404;0000;;;;
130405;0000;;;;
130406;0000;;;;
130407;0000;;;;
130408;0000;;;;
130409;0000;;;;
130410;0000;;;;
130411;0000;;;;
130412;0000;;;;
130413;0000;;;;
130414;0000;;;;
130415;0000;;;;
130416;0000;;;;
130417;0000;;;41,7167;
130418;0000;;;;
130419;0000;;;;
130420;0000;;;;
130421;0000;;;;
130422;0000;;;;
130423;0000;;;;
130424;0000;;;;
130425;0000;;;;
130426;0000;;;;
130427;0000;;;;
130428;0000;;;;
130429;0000;;;;
130430;0000;;;;
130501;0000;;;;
130502;0000;;;;
130503;0000;;;;
130504;0000;;;;
130505;0000;;;;
130506;0000;;;;
130507;0000;;;;
130508;0000;;;;
130509;0000;;;;
130510;0000;;;;
130511;0000;;;;
130512;0000;;;;
130513;0000;;;;
130514;0000;;;;
130515;0000;;;;
130516;0000;;;;
130517;0000;;;;
130518;0000;;;;
130519;0000;;;;
130520;0000;;;;
130521;0000;;;;
130522;0000;;;;
130523;0000;;;;
130524;0000;;;;
130525;0000;;;;
130526;0000;;;;
130527;0000;;;;
130528;0000;;;;
130529;0000;;;;
130530;0000;;;;
130531;0000;;;;
130601;0000;;;;
130602;0000;;;;
130603;0000;;;;
130604;0000;;;;
130605;0000;;;;
130606;0000;;;;
130607;0000;;;;
130608;0000;;;;
130609;0000;;;;
130610;0000;;;;
130611;0000;;;;
130612;0000;;;;
130613;0000;;;;
130614;0000;;;;
130615;0000;;;;
130616;0000;;;;
130617;0000;;;;
130618;0000;;;;
130619;0000;;;;
130620;0000;;;;
130621;0000;;;;
130622;0000;;;;
130623;0000;;;65,123;
130624;0000;;;;
130625;0000;;;;
130626;0000;;;;
130627;0000;;;;
130628;0000;13,9958;;;
130629;0000;17,2935;;;
130630;0000;40,282;;;
130701;0000;57,0496;;;
130702;0000;17,897;;;
130703;0000;13,9103;;;
130704;0000;35,0568;;;
130705;0000;37,6252;;;
130706;0000;37,9859;;;
130707;0000;34,2979;;;
130708;0000;31,163;;;
130709;0000;16,3044;;;
130710;0000;13,6901;;;
130711;0000;48,0934;;;
130712;0000;45,149;;;
130713;0000;37,9169;;;
130714;0000;69,3225;;;
130715;0000;21,3505;;;
130716;0000;23,5109;;;
130717;0000;24,7124;;;
130718;0000;24,6303;;;
130719;0000;47,822;;;
130720;0000;69,8706;;;
130721;0000;39,0189;;;
130722;0000;48,7662;;;
130723;0000;32,4487;;;
130724;0000;26,9517;;;
130725;0000;48,5633;;;
130726;0000;38,892;;;
130727;0000;50,9338;;;
130728;0000;39,4989;;;
130729;0000;19,3458;;;
130730;0000;19,6255;;;
130731;0000;42,1147;;;
130801;0000;38,9994;;;
130802;0000;30,9159;;;
130803;0000;19,4729;;;
130804;0000;15,0513;;;
130805;0000;21,9006;;;
130806;0000;33,0598;;;
130807;0000;30,7659;;;
130808;0000;54,2832;;;
130809;0000;32,4066;;;
130810;0000;42,045;;;
130811;0000;18,2615;;;
130812;0000;20,7971;;;
130813;0000;24,0698;;;
130814;0000;60,9854;;;
130815;0000;87,7443;;;
130816;0000;23,2439;;;
130817;0000;60,8452;;;
130818;0000;42,9402;;;
130819;0000;21,2833;;;
130820;0000;39,6408;;;
130821;0000;48,3953;;;
130822;0000;22,0558;;;
130823;0000;24,5368;;;
130824;0000;50,0348;;;
130825;0000;107,788;;;
130826;0000;78,1782;;;
130827;0000;56,6904;;;
130828;0000;18,6823;;;
130829;0000;25,024;;;
130830;0000;24,8873;;;
130831;0000;28,9073;;;
130901;0000;40,781;;;
130902;0000;56,9385;;;
130903;0000;71,4897;;;
130904;0000;51,3654;;;
130905;0000;14,1464;;;
130906;0000;16,5633;;;
130907;0000;11,0863;;;
130908;0000;17,7581;;;
130909;0000;16,5796;;;
130910;0000;16,7569;;;
130911;0000;37,0651;;;
130912;0000;23,2181;;;
130913;0000;22,9771;;;
130914;0000;26,8391;;;
130915;0000;25,1108;;;
130916;0000;41,9487;;;
130917;0000;33,7728;;;
130918;0000;26,3517;;;
130919;0000;24,2181;;;
130920;0000;21,2917;;;
130921;0000;36,5999;;;
130922;0000;21,5338;;;
130923;0000;25,4074;;;
130924;0000;23,4338;;;
130925;0000;26,5216;;;
130926;0000;20,4124;;;
130927;0000;18,1228;;;
130928;0000;35,4401;;;
130929;0000;22,3916;;;
130930;0000;22,2682;;;
131001;0000;21,4307;;;
131002;0000;19,9324;;;
131003;0000;28,0817;;;
131004;0000;17,3146;;;
131005;0000;19,2496;;;
131006;0000;15,2138;;;
131007;0000;18,5029;;;
131008;0000;17,189;;;
131009;0000;17,6136;;;
131010;0000;16,9998;;;
131011;0000;16,6136;;;
131012;0000;16,6954;;;
131013;0000;17,5882;;;
131014;0000;15,3524;;;
131015;0000;14,3195;;;
131016;0000;14,4139;;;
131017;0000;14,1097;;;
131018;0000;14,3658;;;
131019;0000;13,3867;;;
131020;0000;13,7391;;;
131021;0000;12,5898;;;
131022;0000;16,9244;;;
131023;0000;13,6539;;;
131024;0000;14,4565;;;
131025;0000;16,6585;;;
131026;0000;16,1842;;;
131027;0000;13,8191;;;
131028;0000;16,6563;;;
131029;0000;12,7818;;;
131030;0000;15,0643;;;
131031;0000;13,9385;;;
131101;0000;18,3694;;;
131102;0000;15,7696;;;
131103;0000;13,3271;;;
131104;0000;15,9673;;;
131105;0000;14,2998;;;
131106;0000;12,5738;;;
131107;0000;12,0825;;;
131108;0000;14,94;;;
131109;0000;13,286;;;
131110;0000;13,1472;;;
131111;0000;11,1273;;;
131112;0000;11,1266;;;
131113;0000;14,4516;;;
131114;0000;11,9353;;;
131115;0000;12,513;;;
131116;0000;12,7278;;;
131117;0000;12,0986;;;
131118;0000;11,7107;;;
131119;0000;14,3887;;;
131120;0000;15,1195;;;
131121;0000;16,5922;;;
131122;0000;16,181;;;
131123;0000;14,1837;;;
131124;0000;11,9745;;;
131125;0000;12,558;;;
131126;0000;12,5071;;;
131127;0000;15,7652;;;
131128;0000;11,613;;;
131129;0000;13,5414;;;
131130;0000;14,0231;;;
131201;0000;18,6236;;;
131202;0000;12,0171;;;
131203;0000;13,5414;;;
131204;0000;12,2173;;;
131205;0000;11,4971;;;
131206;0000;12,6336;;;
131207;0000;11,5608;;;
131208;0000;14,3072;;;
131209;0000;11,7084;;;
131210;0000;12,4026;;;
131211;0000;15,4042;;;
131212;0000;13,1321;;;
131213;0000;14,9871;;;
131214;0000;11,1712;;;
131215;0000;13,9683;;;
131216;0000;13,9568;;;
131217;0000;12,8365;;;
131218;0000;13,3501;;;
131219;0000;17,3892;;;
131220;0000;13,3215;;;
131221;0000;12,9113;;;
131222;0000;12,6672;;;
131223;0000;31,5942;;;
131224;0000;17,0806;;;
131225;0000;17,1096;;;
131226;0000;12,4099;;;
131227;0000;12,087;;;
131228;0000;12,3799;;;
131229;0000;11,5866;;;
131230;0000;12,2071;;;
131231;0000;14,4998;;;
140101;0000;10,6329;;;
140102;0000;13,4169;;;
140103;0000;14,2143;;;
140104;0000;24,7827;;;
140105;0000;17,7714;;;
140106;0000;17,2467;;;
140107;0000;14,3464;;;
140108;0000;13,6097;;;
140109;0000;10,0865;;;
140110;0000;11,5998;;;
140111;0000;12,122;;;
140112;0000;12,7962;;;
140113;0000;17,4623;;;
140114;0000;29,6518;;;
140115;0000;36,8364;;;
140116;0000;15,9566;;;
140117;0000;12,945;;;
140118;0000;11,2939;;;
140119;0000;9,84413;;;
140120;0000;21,4669;;;
140121;0000;10,158;;;
140122;0000;11,8971;;;
140123;0000;10,6568;;;
140124;0000;10,9416;;;
140125;0000;13,2142;;;
140126;0000;13,9358;;;
140127;0000;14,1323;;;
140128;0000;12,3146;;;
140129;0000;13,4588;;;
140130;0000;11,8737;;;
140131;0000;10,6003;;;
140201;0000;10,6723;;;
140202;0000;9,95937;;;
140203;0000;12,7097;;;
140204;0000;10,4435;;;
140205;0000;11,2434;;;
140206;0000;11,2966;;;
140207;0000;12,3656;;;
140208;0000;10,4242;;;
140209;0000;10,8348;;;
140210;0000;12,272;;;
140211;0000;11,814;;;
140212;0000;10,6463;;;
140213;0000;14,4813;;;
140214;0000;13,1869;;;
140215;0000;13,5929;;;
140216;0000;12,3995;;;
140217;0000;15,6478;;;
140218;0000;11,5827;;;
140219;0000;11,0625;;;
140220;0000;15,0768;;;
140221;0000;12,3355;;;
140222;0000;13,949;;;
140223;0000;14,7759;;;
140224;0000;16,2448;;;
140225;0000;15,2529;;;
140226;0000;17,5818;;;
140227;0000;21,3993;;;
140228;0000;13,5826;;;
140301;0000;13,5881;;;
140302;0000;11,9635;;;
140303;0000;14,1028;;;
140304;0000;12,8547;;;
140305;0000;13,0655;;;
140306;0000;14,3392;;;
140307;0000;19,3886;;;
140308;0000;18,2252;;;
140309;0000;10,2487;;;
140310;0000;11,2453;;;
140311;0000;12,5707;;;
140312;0000;12,2224;;;
140313;0000;11,531;;;
140314;0000;20,1299;;;
140315;0000;12,9969;;;
140316;0000;9,763;;;
140317;0000;11,1189;;;
140318;0000;14,7408;;;
140319;0000;19,6721;;;
140320;0000;37,6517;;;
140321;0000;19,7608;;;
140322;0000;18,4477;;;
140323;0000;;;;
140324;0000;;;;
140325;0000;;;;
140326;0000;;;;
140327;0000;;;;
140328;0000;;;;
140329;0000;;;;
140330;0000;;;;
140331;0000;;;;
140401;0000;;;;
140402;0000;20,7974;;;
140403;0000;25,845;;;
140404;0000;41,7411;;;
140405;0000;32,5535;;;
140406;0000;34,2291;;;
140407;0000;25,1368;;;
140408;0000;20,2662;;;
140409;0000;28,23;;;
140410;0000;16,1071;;;
140411;0000;22,8475;;;
140412;0000;;;;
140413;0000;;;;
140414;0000;;;;
140415;0000;;;;
140416;0000;;;;
140417;0000;16,8336;;;
140418;0000;24,5758;;;
140419;0000;19,8;;;
140420;0000;17,443;;;
140421;0000;18,3125;;;
140422;0000;16,6846;;;
140423;0000;22,6203;;;
140424;0000;30,5395;;;
140425;0000;52,0621;;;
140426;0000;29,5257;;;
140427;0000;23,6473;;;
140428;0000;19,2446;;;
140429;0000;43,353;;;
140430;0000;58,8085;;;
140501;0000;24,5354;;;
140502;0000;19,3222;;;
140503;0000;12,1207;;;
140504;0000;19,99;;;
140505;0000;31,4091;;;
140506;0000;55,2355;;;
140507;0000;37,933;;;
140508;0000;23,6564;;;
140509;0000;;;;
140510;0000;;;;
140511;0000;;;;
140512;0000;;;;
140513;0000;54,6571;;;
140514;0000;26,327;;;
140515;0000;28,4797;;;
140516;0000;17,1335;;;
140517;0000;36,5856;;;
140518;0000;28,8897;;;
140519;0000;41,0234;;;
140520;0000;21,6638;;;
140521;0000;20,9803;;;
140522;0000;39,8293;;;
140523;0000;74,5918;;;
140524;0000;54,7659;;;
140525;0000;42,4003;;;
140526;0000;67,3302;;;
140527;0000;91,7356;;;
140528;0000;42,3809;;;
140529;0000;27,662;;;
140530;0000;81,734;;;
140531;0000;29,8152;;;
140601;0000;29,6418;;;
140602;0000;18,0943;;;
140603;0000;14,757;;;
140604;0000;19,8538;;;
140605;0000;25,9774;;;
140606;0000;18,216;;;
140607;0000;11,033;;;
140608;0000;11,986;;;
140609;0000;26,6572;;;
140610;0000;13,7991;;;
140611;0000;14,383;;;
140612;0000;25,8594;;;
140613;0000;42,3926;;;
140614;0000;21,213;;;
140615;0000;56,0479;;;
140616;0000;37,7441;;;
140617;0000;;;;
140618;0000;;;;
140619;0000;;;;
140620;0000;;;;
140621;0000;37,3361;;;
140622;0000;33,7602;;;
140623;0000;54,7587;;;
140624;0000;35,1089;;;
140625;0000;59,5111;;;
140626;0000;97,3888;;;
140627;0000;50,2671;;;
140628;0000;52,7045;;;
140629;0000;30,8202;;;
140630;0000;23,1776;;;
140701;0000;25,8767;;;
140702;0000;20,1761;;;
140703;0000;116,962;;;
140704;0000;65,7657;;;
140705;0000;;;;
140706;0000;;;;
140707;0000;;;;
140708;0000;;;;
140709;0000;;;;
140710;0000;;;;
140711;0000;;;;
140712;0000;;;;
140713;0000;;;;
140714;0000;;;;
140715;0000;;;;
140716;0000;;;;
140717;0000;;;;
140718;0000;24,6815;;;
140719;0000;51,6607;;;
140720;0000;37,6478;;;
140721;0000;44,2446;;;
140722;0000;24,8113;;;
140723;0000;30,9052;;;
140724;0000;47,7272;;;
140725;0000;95,0168;;;
140726;0000;70,8751;;;
140727;0000;17,3536;;;
140728;0000;12,0669;;;
140729;0000;41,3533;;;
140730;0000;44,1858;;;
140731;0000;9,9037;;;
140801;0000;8,07051;;;
140802;0000;7,57566;;;
140803;0000;17,5596;;;
140804;0000;29,9262;;;
140805;0000;18,7537;;;
140806;0000;21,1178;;;
140807;0000;36,0522;;;
140808;0000;31,8116;;;
140809;0000;27,6539;;;
140810;0000;19,4521;;;
140811;0000;29,8792;;;
140812;0000;16,0851;;;
140813;0000;26,731;;;
140814;0000;56,2881;;;
140815;0000;71,5355;;;
140816;0000;107,481;;;
140817;0000;79,4362;;;
140818;0000;41,9805;;;
140819;0000;37,2641;;;
140820;0000;28,2708;;;
140821;0000;59,052;;;
140822;0000;28,6533;;;
140823;0000;11,3337;;;
140824;0000;9,41116;;;
140825;0000;19,1303;;;
140826;0000;29,1545;;;
140827;0000;34,4673;;;
140828;0000;38,2794;;;
140829;0000;19,0478;;;
140830;0000;10,3095;;;
140831;0000;27,4331;;;
140901;0000;7,46072;;;
140902;0000;10,1664;;;
140903;0000;24,1507;;;
140904;0000;14,4416;;;
140905;0000;7,33215;;;
140906;0000;11,3434;;;
140907;0000;23,3606;;;
140908;0000;42,265;;;
140909;0000;41,5207;;;
140910;0000;24,4482;;;
140911;0000;41,4768;;;
140912;0000;27,9491;;;
140913;0000;20,0887;;;
140914;0000;29,9508;;;
140915;0000;24,8413;;;
140916;0000;21,7088;;;
140917;0000;26,1509;;;
140918;0000;30,6122;;;
140919;0000;17,9197;;;
140920;0000;20,1271;;;
140921;0000;18,7978;;;
140922;0000;23,0223;;;
140923;0000;10,2654;;;
140924;0000;7,83515;;;
140925;0000;12,3829;;;
140926;0000;18,3355;;;
140927;0000;8,82352;;;
140928;0000;9,22542;;;
140929;0000;15,5358;;;
140930;0000;14,4556;;;
141001;0000;18,3719;;;
141002;0000;15,9656;;;
141003;0000;15,0778;;;
141004;0000;19,7899;;;
141005;0000;16,1755;;;
141006;0000;14,3971;;;
141007;0000;13,0579;;;
141008;0000;9,0477;;;
141009;0000;10,7981;;;
141010;0000;12,6364;;;
141011;0000;11,6436;;;
141012;0000;8,50105;;;
141013;0000;13,9669;;;
141014;0000;16,9449;;;
141015;0000;11,3062;;;
141016;0000;12,3749;;;
141017;0000;7,89564;;;
141018;0000;10,5477;;;
141019;0000;11,969;;;
141020;0000;11,5018;;;
141021;0000;11,5383;;;
141022;0000;8,76469;;;
141023;0000;13,7211;;;
141024;0000;18,7209;;;
141025;0000;13,1995;;;
141026;0000;11,1853;;;
141027;0000;10,4223;;;
141028;0000;7,22772;;;
141029;0000;7,35345;;;
141030;0000;12,6262;;;
141031;0000;5,95229;;;
141101;0000;5,90926;;;
141102;0000;5,82068;;;
141103;0000;9,42102;;;
141104;0000;7,85287;;;
141105;0000;6,14668;;;
141106;0000;7,79351;;;
141107;0000;8,72614;;;
141108;0000;8,16302;;;
141109;0000;8,27959;;;
141110;0000;8,69884;;;
141111;0000;6,0327;;;
141112;0000;7,15958;;;
141113;0000;7,40258;;;
141114;0000;10,1175;;;
141115;0000;8,46271;;;
141116;0000;10,5363;;;
141117;0000;9,57439;;;
141118;0000;5,95362;;;
141119;0000;10,1059;;;
141120;0000;7,13132;;;
141121;0000;8,98628;;;
141122;0000;8,76172;;;
141123;0000;4,36053;;;
141124;0000;6,41718;;;
141125;0000;8,34062;;;
141126;0000;9,57426;;;
141127;0000;8,65495;;;
141128;0000;9,7532;;;
141129;0000;5,14864;;;
141130;0000;7,09677;;;
141201;0000;9,49817;;;
141202;0000;9,80884;;;
141203;0000;10,7813;;;
141204;0000;11,8651;;;
141205;0000;6,94041;;;
141206;0000;5,62677;;;
141207;0000;7,83305;;;
141208;0000;7,99994;;;
141209;0000;7,7777;;;
141210;0000;9,06041;;;
141211;0000;13,9037;;;
141212;0000;13,7238;;;
141213;0000;20,8542;;;
141214;0000;13,3185;;;
141215;0000;10,8608;;;
141216;0000;18,0666;;;
141217;0000;18,4207;;;
141218;0000;26,5352;;;
141219;0000;13,0011;;;
141220;0000;6,12471;;;
141221;0000;11,0864;;;
141222;0000;14,2412;;;
141223;0000;17,123;;;
141224;0000;18,183;;;
141225;0000;10,8121;;;
141226;0000;18,6132;;;
141227;0000;12,5513;;;
141228;0000;12,9167;;;
141229;0000;12,0154;;;
141230;0000;11,0321;;;
141231;0000;8,12169;;;
150101;0000;10,0226;;;
150102;0000;13,1541;;;
150103;0000;16,2327;;;
150104;0000;14,6584;;;
150105;0000;17,28;;;
150106;0000;17,223;;;
150107;0000;19,8774;;;
150108;0000;24,7325;;;
150109;0000;20,954;;;
150110;0000;20,6655;;;
150111;0000;30,3343;;;
150112;0000;27,3836;;;
150113;0000;17,9421;;;
150114;0000;16,5357;;;
150115;0000;29,9098;;;
150116;0000;27,7588;;;
150117;0000;16,0935;;;
150118;0000;11,7862;;;
150119;0000;16,1122;;;
