FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
110103;0000;;;;
110104;0000;;;;
110105;0000;;;;
110106;0000;;;;
110107;0000;;;;
110108;0000;;;;
110109;0000;;;;
110110;0000;;;;
110111;0000;;;;
110112;0000;;;;
110113;0000;;;;
110114;0000;;;;
110115;0000;;;;
110116;0000;;;;
110117;0000;;;;
110118;0000;;;;
110119;0000;;;;
110120;0000;;;;
110121;0000;;;;
110122;0000;;;;
110123;0000;;;;
110124;0000;;;;
110125;0000;;;;
110126;0000;;;;
110127;0000;;;;
110128;0000;;;;
110129;0000;;;;
110130;0000;;;;
110131;0000;;;;
110201;0000;;;;
110202;0000;;;;
110203;0000;;;;
110204;0000;;;;
110205;0000;;;;
110206;0000;;;;
110207;0000;;;;
110208;0000;;;;
110209;0000;;;;
110210;0000;;;;
110211;0000;;;;
110212;0000;;;;
110213;0000;;;;
110214;0000;;;;
110215;0000;;;;
110216;0000;;;;
110217;0000;;;;
110218;0000;;;;
110219;0000;;;;
110220;0000;;;;
110221;0000;;;;
110222;0000;;;;
110223;0000;;;;
110224;0000;;;;
110225;0000;;;;
110226;0000;;;;
110227;0000;;;;
110228;0000;;;;
110301;0000;;;;
110302;0000;;;;
110303;0000;;;;
110304;0000;;;;
110305;0000;;;;
110306;0000;;;;
110307;0000;;;;
110308;0000;;;;
110309;0000;;;;
110310;0000;;;;
110311;0000;;;;
110312;0000;;;;
110313;0000;;;;
110314;0000;;;;
110315;0000;;;;
110316;0000;;;;
110317;0000;;;;
110318;0000;;;;
110319;0000;;;;
110320;0000;;;;
110321;0000;;;;
110322;0000;;;;
110323;0000;;;;
110324;0000;;;;
110325;0000;;;;
110326;0000;;;;
110327;0000;;;;
110328;0000;;;;
110329;0000;;;;
110330;0000;;;;
110331;0000;;;;
110401;0000;;;;
110402;0000;;;;
110403;0000;;;;
110404;0000;;;;
110405;0000;;;;
110406;0000;;;;
110407;0000;;;;
110408;0000;;;;
110409;0000;;;;
110410;0000;;;;
110411;0000;;;;
110412;0000;;;;
110413;0000;;;;
110414;0000;;;;
110415;0000;;;;
110416;0000;;;;
110417;0000;;;;
110418;0000;;;;
110419;0000;;;;
110420;0000;;;;
110421;0000;;;;
110422;0000;;;;
110423;0000;;;;
110424;0000;;;;
110425;0000;;;;
110426;0000;;;;
110427;0000;;;;
110428;0000;;;;
110429;0000;;;;
110430;0000;;;;
110501;0000;;;;
110502;0000;;;;
110503;0000;;;;
110504;0000;;;;
110505;0000;;;;
110506;0000;;;;
110507;0000;;;;
110508;0000;;;;
110509;0000;;;;
110510;0000;;;;
110511;0000;;;;
110512;0000;;;;
110513;0000;;;;
110514;0000;;;;
110515;0000;;;;
110516;0000;;;;
110517;0000;;;;
110518;0000;;;;
110519;0000;;;;
110520;0000;;;;
110521;0000;;;;
110522;0000;;;;
110523;0000;;;;
110524;0000;;;;
110525;0000;;;;
110526;0000;;;;
110527;0000;;;;
110528;0000;;;;
110529;0000;;;;
110530;0000;;;;
110531;0000;;;;
110601;0000;;;;
110602;0000;;;;
110603;0000;;;;
110604;0000;;;;
110605;0000;;;;
110606;0000;;;;
110607;0000;;;;
110608;0000;;;;
110609;0000;;;;
110610;0000;;;;
110611;0000;;;;
110612;0000;;;;
110613;0000;;;;
110614;0000;;;;
110615;0000;;;;
110616;0000;;;;
110617;0000;;;;
110618;0000;;;;
110619;0000;;;;
110620;0000;;;;
110621;0000;;;;
110622;0000;;;;
110623;0000;;;;
110624;0000;;;;
110625;0000;;;;
110626;0000;;;;
110627;0000;;;;
110628;0000;;;;
110629;0000;;;;
110630;0000;;;;
110701;0000;;;;
110702;0000;;;;
110703;0000;;;;
110704;0000;;;;
110705;0000;;;;
110706;0000;;;;
110707;0000;;;;
110708;0000;;;;
110709;0000;;;;
110710;0000;;;;
110711;0000;;;;
110712;0000;;;;
110713;0000;;;;
110714;0000;;;;
110715;0000;;;;
110716;0000;;;;
110717;0000;;;;
110718;0000;;;;
110719;0000;;;;
110720;0000;;;;
110721;0000;;;;
110722;0000;;;;
110723;0000;;;;
110724;0000;;;;
110725;0000;;;;
110726;0000;;;;
110727;0000;;;;
110728;0000;;;;
110729;0000;;;;
110730;0000;;;;
110731;0000;;;;
110801;0000;;;;
110802;0000;;;;
110803;0000;;;;
110804;0000;;;;
110805;0000;;;;
110806;0000;;;;
110807;0000;;;;
110808;0000;;;;
110809;0000;;;;
110810;0000;;;;
110811;0000;;;;
110812;0000;;;;
110813;0000;;;;
110814;0000;;;;
110815;0000;;;;
110816;0000;;;;
110817;0000;;;;
110818;0000;;;;
110819;0000;;;;
110820;0000;;;;
110821;0000;;;;
110822;0000;;;;
110823;0000;;;;
110824;0000;;;;
110825;0000;;;;
110826;0000;;;;
110827;0000;;;;
110828;0000;;;;
110829;0000;;;;
110830;0000;;;;
110831;0000;;;;
110901;0000;;;;
110902;0000;;;;
110903;0000;;;;
110904;0000;;;;
110905;0000;;;;
110906;0000;;;;
110907;0000;;;;
110908;0000;;;;
110909;0000;;;;
110910;0000;;;;
110911;0000;;;;
110912;0000;;;;
110913;0000;;;;
110914;0000;;;;
110915;0000;;;;
110916;0000;;;;
110917;0000;;;;
110918;0000;;;;
110919;0000;;;;
110920;0000;;;;
110921;0000;;;;
110922;0000;;;;
110923;0000;;;;
110924;0000;;;;
110925;0000;;;;
110926;0000;;;;
110927;0000;;;;
110928;0000;;;;
110929;0000;;;;
110930;0000;;;;
111001;0000;;;;
111002;0000;;;;
111003;0000;;;;
111004;0000;;;;
111005;0000;;;;
111006;0000;;;;
111007;0000;;;;
111008;0000;;;;
111009;0000;;;;
111010;0000;;;;
111011;0000;;;;
111012;0000;;;;
111013;0000;;;;
111014;0000;;;;
111015;0000;;;;
111016;0000;;;;
111017;0000;;;;
111018;0000;;;;
111019;0000;;;;
111020;0000;;;;
111021;0000;;;;
111022;0000;;;;
111023;0000;;;;
111024;0000;;;;
111025;0000;;;;
111026;0000;;;;
111027;0000;;;;
111028;0000;;;;
111029;0000;;;;
111030;0000;;;;
111031;0000;;;;
111101;0000;;;;
111102;0000;;;;
111103;0000;;;;
111104;0000;;;;
111105;0000;;;;
111106;0000;;;;
111107;0000;;;;
111108;0000;;;;
111109;0000;;;;
111110;0000;;;;
111111;0000;;;;
111112;0000;;;;
111113;0000;;;;
111114;0000;;;;
111115;0000;;;;
111116;0000;;;;
111117;0000;;;;
111118;0000;;;;
111119;0000;;;;
111120;0000;;;;
111121;0000;;;;
111122;0000;;;;
111123;0000;;;;
111124;0000;;;;
111125;0000;;;;
111126;0000;;;;
111127;0000;;;;
111128;0000;;;;
111129;0000;;;;
111130;0000;;;;
111201;0000;;;;
111202;0000;;;;
111203;0000;;;;
111204;0000;;;;
111205;0000;;;;
111206;0000;;;;
111207;0000;;;;
111208;0000;;;;
111209;0000;;;;
111210;0000;;;;
111211;0000;;;;
111212;0000;;;;
111213;0000;;;;
111214;0000;;;;
111215;0000;;;;
111216;0000;;;;
111217;0000;;;;
111218;0000;;;;
111219;0000;;;;
111220;0000;;;;
111221;0000;;;;
111222;0000;;;;
111223;0000;;;;
111224;0000;;;;
111225;0000;;;;
111226;0000;;;;
111227;0000;;;;
111228;0000;;;;
111229;0000;;;;
111230;0000;;;;
111231;0000;;;;
120101;0000;;;;
120102;0000;;;;
120103;0000;;;;
120104;0000;;;;
120105;0000;;;;
120106;0000;;;;
120107;0000;;;;
120108;0000;;;;
120109;0000;;;;
120110;0000;;;;
120111;0000;;;;
120112;0000;;;;
120113;0000;;;;
120114;0000;;;;
120115;0000;;;;
120116;0000;;;;
120117;0000;;;;
120118;0000;;;;
120119;0000;;;;
120120;0000;;;;
120121;0000;;;;
120122;0000;;;;
120123;0000;;;;
120124;0000;;;;
120125;0000;;;;
120126;0000;;;;
120127;0000;;;;
120128;0000;;;;
120129;0000;;;;
120130;0000;;;;
120131;0000;;;;
120201;0000;;;;
120202;0000;;;;
120203;0000;;;;
120204;0000;;;;
120205;0000;;;;
120206;0000;;;;
120207;0000;;;;
120208;0000;;;;
120209;0000;;;;
120210;0000;;;;
120211;0000;;;;
120212;0000;;;;
120213;0000;;;;
120214;0000;;;;
120215;0000;;;;
120216;0000;;;;
120217;0000;;;;
120218;0000;;;;
120219;0000;;;;
120220;0000;;;;
120221;0000;;;;
120222;0000;;;;
120223;0000;;;;
120224;0000;;;;
120225;0000;;;;
120226;0000;;;;
120227;0000;;;;
120228;0000;;;;
120229;0000;;;;
120301;0000;;;;
120302;0000;;;;
120303;0000;;;;
120304;0000;;;;
120305;0000;;;;
120306;0000;;;;
120307;0000;;;;
120308;0000;;;;
120309;0000;;;;
120310;0000;;;;
120311;0000;;;;
120312;0000;;;;
120313;0000;;;;
120314;0000;;;;
120315;0000;;;;
120316;0000;;;;
120317;0000;;;;
120318;0000;;;;
120319;0000;;;;
120320;0000;;;;
120321;0000;;;;
120322;0000;;;;
120323;0000;;;;
120324;0000;;;;
120325;0000;;;;
120326;0000;;;;
120327;0000;;;;
120328;0000;;;;
120329;0000;;;;
120330;0000;;;;
120331;0000;;;;
120401;0000;;;;
120402;0000;;;;
120403;0000;;;;
120404;0000;;;;
120405;0000;;;;
120406;0000;;;;
120407;0000;;;;
120408;0000;;;;
120409;0000;;;;
120410;0000;;;;
120411;0000;;;;
120412;0000;;;;
120413;0000;;;;
120414;0000;;;;
120415;0000;;;;
120416;0000;;;;
120417;0000;;;;
120418;0000;;;;
120419;0000;;;;
120420;0000;;;;
120421;0000;;;;
120422;0000;;;;
120423;0000;;;;
120424;0000;;;;
120425;0000;;;;
120426;0000;;;;
120427;0000;;;;
120428;0000;;;;
120429;0000;;;;
120430;0000;;;;
120501;0000;;;;
120502;0000;;;;
120503;0000;;;;
120504;0000;;;;
120505;0000;;;;
120506;0000;;;;
120507;0000;;;;
120508;0000;;;;
120509;0000;;;;
120510;0000;;;;
120511;0000;;;;
120512;0000;;;;
120513;0000;;;82,9972;
120514;0000;;;125,978;
120515;0000;;;42,2329;
120516;0000;;;53,9529;
120517;0000;;;63,6608;
120518;0000;;;56,5355;
120519;0000;;;31,0638;
120520;0000;;;26,3623;
120521;0000;;;36,5894;
120522;0000;;;147,193;
120523;0000;;;159,059;
120524;0000;;;128,554;
120525;0000;;;45,9802;
120526;0000;;;9,86304;
120527;0000;;;7,53744;
120528;0000;;;12,8468;
120529;0000;;;60,1671;
120530;0000;;;45,5337;
120531;0000;;;136,262;
120601;0000;;;137,98;
120602;0000;;;33,3936;
120603;0000;;;36,6886;
120604;0000;;;21,7423;
120605;0000;;;29,6841;
120606;0000;;;31,8148;
120607;0000;;;48,8461;
120608;0000;;;106,631;
120609;0000;;;92,6278;
120610;0000;;;120,004;
120611;0000;;;67,6866;
120612;0000;;;8,60309;
120613;0000;;;37,5544;
120614;0000;;;36,4214;
120615;0000;;;61,2947;
120616;0000;;;14,273;
120617;0000;;;7,56853;
120618;0000;;;17,123;
120619;0000;;;25,6638;
120620;0000;;;21,9635;
120621;0000;;;47,9595;
120622;0000;;;46,4305;
120623;0000;;;50,458;
120624;0000;;;85,7435;
120625;0000;;;126,593;
120626;0000;;;44,3535;
120627;0000;;;25,8085;
120628;0000;;;10,1323;
120629;0000;;;16,5967;
120630;0000;;;17,681;
120701;0000;;;36,9221;
120702;0000;;;42,1667;
120703;0000;;;66,826;
120704;0000;;;21,098;
120705;0000;;;101,933;
120706;0000;;;89,3516;
120707;0000;;;198,358;
120708;0000;;;79,8339;
120709;0000;;;23,0313;
120710;0000;;;21,8992;
120711;0000;;;77,1572;
120712;0000;;;65,4059;
120713;0000;;;35,0518;
120714;0000;;;26,4595;
120715;0000;;;71,4252;
120716;0000;;;39,9767;
120717;0000;;;82,5527;
120718;0000;;;28,2715;
120719;0000;;;67,2972;
120720;0000;;;52,2988;
120721;0000;;;67,108;
120722;0000;;;159,399;
120723;0000;;;49,8934;
120724;0000;;;;
120725;0000;;;38,3896;
120726;0000;;;43,254;
120727;0000;;;40,4218;
120728;0000;;;32,2208;
120729;0000;;;29,2015;
120730;0000;;;69,046;
120731;0000;;;46,2641;
120801;0000;;;24,0495;
120802;0000;;;5,9717;
120803;0000;;;46,7961;
120804;0000;;;46,2006;
120805;0000;;;66,61;
120806;0000;;;38,9833;
120807;0000;;;76,0044;
120808;0000;;;99,7375;
120809;0000;;;42,5346;
120810;0000;;;40,4106;
120811;0000;;;37,4434;
120812;0000;;;51,3464;
120813;0000;;;87,5951;
120814;0000;;;;
120815;0000;;;;
120816;0000;;;;
120817;0000;;;28,2153;
120818;0000;;;32,2291;
120819;0000;;;31,173;
120820;0000;;;41,1432;
120821;0000;;;18,8388;
120822;0000;;;10,8247;
120823;0000;;;81,8079;
120824;0000;;;40,5463;
120825;0000;;;55,8145;
120826;0000;;;88,6199;
120827;0000;;;151,343;
120828;0000;;;138,24;
120829;0000;;;105,163;
120830;0000;;;88,0345;
120831;0000;;;85,9078;
120901;0000;;;116,847;
120902;0000;;;91,9373;
120903;0000;;;38,3936;
120904;0000;;;75,7959;
120905;0000;;;51,4802;
120906;0000;;;98,6469;
120907;0000;;;;
120908;0000;;;;
120909;0000;;;41,9433;
120910;0000;;;76,2449;
120911;0000;;;103,62;
120912;0000;;;42,4579;
120913;0000;;;31,2236;
120914;0000;;;40,1535;
120915;0000;;;55,4;
120916;0000;;;55,7546;
120917;0000;;;38,4647;
120918;0000;;;;
120919;0000;;;;
120920;0000;;;;
120921;0000;;;26,9406;
120922;0000;;;17,8122;
120923;0000;;;20,3741;
120924;0000;;;40,823;
120925;0000;;;62,2288;
120926;0000;;;47,7285;
120927;0000;;;28,5475;
120928;0000;;;37,6435;
120929;0000;;;27,8336;
120930;0000;;;51,1045;
121001;0000;;;33,8558;
121002;0000;;;;
121003;0000;;;;
121004;0000;;;23,3292;
121005;0000;;;;
121006;0000;;;45,502;
121007;0000;;;13,449;
121008;0000;;;18,0838;
121009;0000;;;24,0582;
121010;0000;;;27,5243;
121011;0000;;;26,6811;
121012;0000;;;28,251;
121013;0000;;;27,3536;
121014;0000;;;14,7743;
121015;0000;;;24,388;
121016;0000;;;23,0092;
121017;0000;;;36,5389;
121018;0000;;;25,784;
121019;0000;;;34,7053;
121020;0000;;;22,2519;
121021;0000;;;10,8063;
121022;0000;;;10,3506;
121023;0000;;;19,5839;
121024;0000;;;17,2813;
121025;0000;;;21,7423;
121026;0000;;;23,1808;
121027;0000;;;19,1522;
121028;0000;;;16,596;
121029;0000;;;25,6162;
121030;0000;;;30,4552;
121031;0000;;;20,7599;
121101;0000;;;35,1226;
121102;0000;;;22,3351;
121103;0000;;;30,9066;
121104;0000;;;24,2551;
121105;0000;;;32,9272;
121106;0000;;;24,7905;
121107;0000;;;13,0652;
121108;0000;;;13,017;
121109;0000;;;17,2955;
121110;0000;;;19,2394;
121111;0000;;;17,7741;
121112;0000;;;26,1829;
121113;0000;;;23,9218;
121114;0000;;;18,8289;
121115;0000;;;31,1134;
121116;0000;;;25,7342;
121117;0000;;;8,30815;
121118;0000;;;0,0668297;
121119;0000;;;0,0656248;
121120;0000;;;0,0631353;
121121;0000;;;24,2129;
121122;0000;;;22,7582;
121123;0000;;;22,6349;
121124;0000;;;16,1012;
121125;0000;;;13,7836;
121126;0000;;;24,0027;
121127;0000;;;27,8197;
121128;0000;;;33,0189;
121129;0000;;;13,3115;
121130;0000;;;10,1285;
121201;0000;;;11,332;
121202;0000;;;7,78332;
121203;0000;;;16,1628;
121204;0000;;;16,5196;
121205;0000;;;15,6744;
121206;0000;;;9,50017;
121207;0000;;;15,1209;
121208;0000;;;14,7276;
121209;0000;;;15,5199;
121210;0000;;;20,8264;
121211;0000;;;18,1816;
121212;0000;;;14,6819;
121213;0000;;;23,2254;
121214;0000;;;19,2385;
121215;0000;;;21,4713;
121216;0000;;;17,2174;
121217;0000;;;25,4645;
121218;0000;;;8,62854;
121219;0000;;;8,20859;
121220;0000;;;7,07558;
121221;0000;;;15,4838;
121222;0000;;;13,8486;
121223;0000;;;12,1693;
121224;0000;;;8,26169;
121225;0000;;;6,1586;
121226;0000;;;11,1659;
121227;0000;;;11,2407;
121228;0000;;;16,2975;
121229;0000;;;15,5381;
121230;0000;;;11,8065;
121231;0000;;;12,6645;
130101;0000;23,0059;;;
130102;0000;31,5644;;;
130103;0000;26,2818;;;
130104;0000;28,3704;;;
130105;0000;21,8812;;;
130106;0000;13,6453;;;
130107;0000;15,2427;;;
130108;0000;23,7102;;;
130109;0000;29,3239;;;
130110;0000;27,9959;;;
130111;0000;31,9335;;;
130112;0000;24,188;;;
130113;0000;21,6397;;;
130114;0000;22,8106;;;
130115;0000;37,2017;;;
130116;0000;33,8314;;;
130117;0000;32,1699;;;
130118;0000;38,9261;;;
130119;0000;28,2099;;;
130120;0000;16,7626;;;
130121;0000;20,2212;;;
130122;0000;35,3495;;;
130123;0000;33,636;;;
130124;0000;25,8312;;;
130125;0000;26,3348;;;
130126;0000;32,4257;;;
130127;0000;30,6284;;;
130128;0000;19,693;;;
130129;0000;29,0837;;;
130130;0000;33,3766;;;
130131;0000;38,1708;;;
130201;0000;29,6193;;;
130202;0000;20,4788;;;
130203;0000;26,5633;;;
130204;0000;31,4949;;;
130205;0000;29,5756;;;
130206;0000;33,3035;;;
130207;0000;34,2917;;;
130208;0000;30,5117;;;
130209;0000;24,9339;;;
130210;0000;11,2205;;;
130211;0000;14,9261;;;
130212;0000;16,0138;;;
130213;0000;20,2886;;;
130214;0000;24,0038;;;
130215;0000;18,5448;;;
130216;0000;9,61737;;;
130217;0000;9,08272;;;
130218;0000;15,6813;;;
130219;0000;19,4021;;;
130220;0000;28,5472;;;
130221;0000;31,9055;;;
130222;0000;26,2853;;;
130223;0000;12,497;;;
130224;0000;15,8097;;;
130225;0000;20,1159;;;
130226;0000;26,9662;;;
130227;0000;21,7195;;;
130228;0000;20,5999;;;
130301;0000;28,3714;;;
130302;0000;23,5227;;;
130303;0000;33,8402;;;
130304;0000;38,6628;;;
130305;0000;40,4784;;;
130306;0000;17,8047;;;
130307;0000;22,5465;;;
130308;0000;40,1306;;;
130309;0000;22,5059;;;
130310;0000;14,7562;;;
130311;0000;27,9093;;;
130312;0000;34,3929;;;
130313;0000;34,5165;;;
130314;0000;61,3301;;;
130315;0000;80,9706;;;
130316;0000;70,3834;;;
130317;0000;47,1154;;;
130318;0000;60,6111;;;
130319;0000;70,9794;;;
130320;0000;21,4129;;;
130321;0000;22,2542;;;
130322;0000;30,7933;;;
130323;0000;29,6325;;;
130324;0000;29,5676;;;
130325;0000;27,5822;;;
130326;0000;45,4217;;;
130327;0000;51,7069;;;
130328;0000;62,3743;;;
130329;0000;32,0035;;;
130330;0000;20,5724;;;
130331;0000;28,6168;;;
130401;0000;40,6181;;;
130402;0000;60,0901;;;
130403;0000;63,8923;;;
130404;0000;52,9387;;;
130405;0000;29,2321;;;
130406;0000;21,5491;;;
130407;0000;16,2256;;;
130408;0000;50,7653;;;
130409;0000;66,1779;;;
130410;0000;35,0537;;;
130411;0000;11,4543;;;
130412;0000;21,0245;;;
130413;0000;25,4329;;;
130414;0000;27,1995;;;
130415;0000;45,7866;;;
130416;0000;37,0391;;;
130417;0000;47,7654;;;
130418;0000;79,8875;;;
130419;0000;37,8278;;;
130420;0000;23,4562;;;
130421;0000;24,4444;;;
130422;0000;37,5526;;;
130423;0000;33,285;;;
130424;0000;112,173;;;
130425;0000;78,7429;;;
130426;0000;61,1948;;;
130427;0000;101,38;;;
130428;0000;65,9001;;;
130429;0000;81,5298;;;
130430;0000;52,7125;;;
130501;0000;18,4739;;;
130502;0000;15,667;;;
130503;0000;29,2459;;;
130504;0000;45,5732;;;
130505;0000;26,0759;;;
130506;0000;22,2991;;;
130507;0000;63,5158;;;
130508;0000;108,56;;;
130509;0000;64,1333;;;
130510;0000;34,7116;;;
130511;0000;50,2593;;;
130512;0000;24,6839;;;
130513;0000;42,1624;;;
130514;0000;70,9008;;;
130515;0000;22,223;;;
130516;0000;48,2026;;;
130517;0000;189,135;;;
130518;0000;71,2247;;;
130519;0000;45,1987;;;
130520;0000;104,166;;;
130521;0000;100,407;;;
130522;0000;107,086;;;
130523;0000;89,5548;;;
130524;0000;35,6587;;;
130525;0000;31,2918;;;
130526;0000;32,3452;;;
130527;0000;13,2973;;;
130528;0000;10,6161;;;
130529;0000;55,6086;;;
130530;0000;47,6921;;;
130531;0000;11,6572;;;
130601;0000;19,5246;;;
130602;0000;70,3716;;;
130603;0000;23,7548;;;
130604;0000;;;;
130605;0000;;;;
130606;0000;39,4145;;;
130607;0000;29,0806;;;
130608;0000;59,6862;;;
130609;0000;39,1454;;;
130610;0000;50,612;;;
130611;0000;37,33;;;
130612;0000;46,8044;;;
130613;0000;35,4925;;;
130614;0000;33,1595;;;
130615;0000;38,3124;;;
130616;0000;26,1861;;;
130617;0000;49,4946;;;
130618;0000;38,046;;;
130619;0000;59,493;;;
130620;0000;91,7528;;;
130621;0000;50,5851;;;
130622;0000;27,4107;;;
130623;0000;17,6332;;;
130624;0000;43,8294;;;
130625;0000;24,0176;;;
130626;0000;21,942;;;
130627;0000;;;6,97133;
130628;0000;19,6069;;;
130629;0000;20,3673;;;
130630;0000;64,1976;;;
130701;0000;73,4785;;;
130702;0000;21,4406;;;
130703;0000;14,9441;;;
130704;0000;48,4869;;;
130705;0000;50,1803;;;
130706;0000;52,6174;;;
130707;0000;54,4816;;;
130708;0000;48,2317;;;
130709;0000;18,4255;;;
130710;0000;15,5019;;;
130711;0000;86,6704;;;
130712;0000;49,9961;;;
130713;0000;68,5553;;;
130714;0000;103,727;;;
130715;0000;31,5646;;;
130716;0000;28,2743;;;
130717;0000;35,5972;;;
130718;0000;35,7278;;;
130719;0000;68,0536;;;
130720;0000;89,6483;;;
130721;0000;47,9933;;;
130722;0000;77,2911;;;
130723;0000;44,4865;;;
130724;0000;43,4825;;;
130725;0000;67,2686;;;
130726;0000;46,2866;;;
130727;0000;72,9558;;;
130728;0000;50,7997;;;
130729;0000;27,4776;;;
130730;0000;24,5849;;;
130731;0000;73,5989;;;
130801;0000;43,1396;;;
130802;0000;57,347;;;
130803;0000;20,7708;;;
130804;0000;17,2594;;;
130805;0000;45,3381;;;
130806;0000;47,4124;;;
130807;0000;46,4963;;;
130808;0000;67,3359;;;
130809;0000;48,6934;;;
130810;0000;56,9095;;;
130811;0000;23,1125;;;
130812;0000;29,0207;;;
130813;0000;36,5889;;;
130814;0000;140,77;;;
130815;0000;103,181;;;
130816;0000;37,696;;;
130817;0000;97,249;;;
130818;0000;52,1225;;;
130819;0000;32,3876;;;
130820;0000;75,746;;;
130821;0000;57,8203;;;
130822;0000;29,4843;;;
130823;0000;36,8198;;;
130824;0000;87,7231;;;
130825;0000;149,495;;;
130826;0000;135,829;;;
130827;0000;80,6913;;;
130828;0000;30,6696;;;
130829;0000;37,0533;;;
130830;0000;40,6389;;;
130831;0000;41,9155;;;
130901;0000;62,3799;;;
130902;0000;92,6565;;;
130903;0000;127,542;;;
130904;0000;61,8917;;;
130905;0000;21,3732;;;
130906;0000;24,2887;;;
130907;0000;16,8067;;;
130908;0000;25,3056;;;
130909;0000;20,1621;;;
130910;0000;34,6521;;;
130911;0000;45,0541;;;
130912;0000;26,9072;;;
130913;0000;29,4418;;;
130914;0000;36,4997;;;
130915;0000;34,272;;;
130916;0000;52,9396;;;
130917;0000;51,2015;;;
130918;0000;37,8714;;;
130919;0000;30,3009;;;
130920;0000;29,4558;;;
130921;0000;43,5673;;;
130922;0000;25,9442;;;
130923;0000;40,7045;;;
130924;0000;52,778;;;
130925;0000;45,2176;;;
130926;0000;34,0792;;;
130927;0000;37,3005;;;
130928;0000;51,7113;;;
130929;0000;34,9124;;;
130930;0000;38,551;;;
131001;0000;30,5858;;;
131002;0000;32,3925;;;
131003;0000;45,1248;;;
131004;0000;29,6591;;;
131005;0000;29,4049;;;
131006;0000;32,5636;;;
131007;0000;29,8183;;;
131008;0000;24,4561;;;
131009;0000;28,1442;;;
131010;0000;29,3324;;;
131011;0000;28,6289;;;
131012;0000;26,7841;;;
131013;0000;24,8954;;;
131014;0000;27,4972;;;
131015;0000;28,9897;;;
131016;0000;32,2836;;;
131017;0000;34,6521;;;
131018;0000;26,2582;;;
131019;0000;17,9365;;;
131020;0000;14,9534;;;
131021;0000;17,4941;;;
131022;0000;20,15;;;
131023;0000;17,0263;;;
131024;0000;26,4323;;;
131025;0000;28,3908;;;
131026;0000;25,4583;;;
131027;0000;26,2726;;;
131028;0000;26,0536;;;
131029;0000;26,4554;;;
131030;0000;23,6563;;;
131031;0000;15,6857;;;
131101;0000;21,4745;;;
131102;0000;20,3022;;;
131103;0000;17,825;;;
131104;0000;22,1708;;;
131105;0000;37,082;;;
131106;0000;19,6267;;;
131107;0000;17,0353;;;
131108;0000;18,8547;;;
131109;0000;20,6383;;;
131110;0000;19,6763;;;
131111;0000;17,9241;;;
131112;0000;22,2165;;;
131113;0000;30,0654;;;
131114;0000;16,6894;;;
131115;0000;20,156;;;
131116;0000;20,7449;;;
131117;0000;22,6531;;;
131118;0000;22,5697;;;
131119;0000;28,0507;;;
131120;0000;33,1859;;;
131121;0000;37,6521;;;
131122;0000;34,004;;;
131123;0000;24,318;;;
131124;0000;14,6513;;;
131125;0000;29,9088;;;
131126;0000;27,1687;;;
131127;0000;28,4843;;;
131128;0000;19,439;;;
131129;0000;24,9675;;;
131130;0000;22,8279;;;
131201;0000;26,0686;;;
131202;0000;22,5444;;;
131203;0000;30,3384;;;
131204;0000;23,8646;;;
131205;0000;20,5412;;;
131206;0000;27,103;;;
131207;0000;28,6498;;;
131208;0000;17,1432;;;
131209;0000;24,7716;;;
131210;0000;27,7999;;;
131211;0000;26,6161;;;
131212;0000;26,7606;;;
131213;0000;25,1992;;;
131214;0000;25,9416;;;
131215;0000;24,2452;;;
131216;0000;31,1689;;;
131217;0000;30,2903;;;
131218;0000;34,1174;;;
131219;0000;35,3326;;;
131220;0000;29,1931;;;
131221;0000;26,3412;;;
131222;0000;26,0789;;;
131223;0000;49,3361;;;
131224;0000;28,7247;;;
131225;0000;28,0318;;;
131226;0000;23,1333;;;
131227;0000;25,1953;;;
131228;0000;31,2505;;;
131229;0000;18,3382;;;
131230;0000;21,515;;;
131231;0000;25,0797;;;
140101;0000;22,4247;;;
140102;0000;26,42;;;
140103;0000;25,1635;;;
140104;0000;47,8223;;;
140105;0000;41,2882;;;
140106;0000;33,4724;;;
140107;0000;24,8811;;;
140108;0000;31,0927;;;
140109;0000;19,3306;;;
140110;0000;20,6089;;;
140111;0000;25,7227;;;
140112;0000;27,4834;;;
140113;0000;39,9824;;;
140114;0000;54,264;;;
140115;0000;64,5468;;;
140116;0000;27,8191;;;
140117;0000;24,9885;;;
140118;0000;22,3934;;;
140119;0000;16,9641;;;
140120;0000;16,7683;;;
140121;0000;15,937;;;
140122;0000;18,0639;;;
140123;0000;15,8827;;;
140124;0000;15,3401;;;
140125;0000;17,325;;;
140126;0000;24,5754;;;
140127;0000;25,8476;;;
140128;0000;20,0818;;;
140129;0000;20,6662;;;
140130;0000;19,0026;;;
140131;0000;18,3342;;;
140201;0000;16,1545;;;
140202;0000;13,0496;;;
140203;0000;18,6862;;;
140204;0000;16,8653;;;
140205;0000;18,3988;;;
140206;0000;15,0781;;;
140207;0000;16,0905;;;
140208;0000;14,2702;;;
140209;0000;13,893;;;
140210;0000;24,495;;;
140211;0000;23,9908;;;
140212;0000;22,7592;;;
140213;0000;31,1888;;;
140214;0000;28,6276;;;
140215;0000;27,31;;;
140216;0000;29,2561;;;
140217;0000;32,0541;;;
140218;0000;28,2179;;;
140219;0000;;;2,65423;
140220;0000;;;40,5136;
140221;0000;23,8455;;;
140222;0000;27,1129;;;
140223;0000;27,4663;;;
